accepted_name,identified_name,identified_rank,difference.x,accepted_rank.x,max_ma,min_ma,family.x,genus.x,lng,lat,primary_reference.x,taxon_name,difference.y,accepted_rank.y,is_extant,family.y,genus.y,primary_reference.y
Cercopithecus nictitans,Cercopithecus nictitans,species,NA,species,NA,NA,Cercopithecidae,Cercopithecus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Cercopithecus nictitans,NA,species,extant,Cercopithecidae,Cercopithecus,R. Owen. 1853. Descriptive Catalogue of the Osteological Series Contained in the Museum of the Royal College of Surgeons of England. Volume II. Mammalia Placentalia
Cercopithecus pygerythrus,Cercopithecus pygerythrus,species,NA,species,NA,NA,Cercopithecidae,Cercopithecus,NA,NA,P. Dandelot and J. Prévost. 1972. Contribution a l'étude des primates d'Éthiopie (simiens). Mammalia 36(4):607-633,Cercopithecus pygerythrus,NA,species,extant,Cercopithecidae,Cercopithecus,E. Lönnberg. 1912. Mammals collected by the Swedish zoological expedition to British East Africa 1911. Kungl. Svenska vetenskapsakademiens handlingar band 48(5):1-188
Chalicomomys antelucanus,Chalicomomys antelucanus,species,NA,species,NA,NA,Micromomyidae,Chalicomomys,NA,NA,"K. C. Beard and P. Houde. 1989. An unusual assemblage of diminutive plesiadapiforms (Mammalia, ?Primates) from the early Eocene of the Clark's Fork Basin, Wyoming. Journal of Vertebrate Paleontology 9(4):388-399",Chalicomomys antelucanus,NA,species,extinct,Micromomyidae,Chalicomomys,"K. C. Beard and P. Houde. 1989. An unusual assemblage of diminutive plesiadapiforms (Mammalia, ?Primates) from the early Eocene of the Clark's Fork Basin, Wyoming. Journal of Vertebrate Paleontology 9(4):388-399"
Cheirogaleus medius,Cheirogaleus medius,species,NA,species,NA,NA,Cheirogaleidae,Cheirogaleus,NA,NA,"E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975",Cheirogaleus medius,NA,species,extant,Cheirogaleidae,Cheirogaleus,"E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975"
Chiromyoides caesor,Chiromyoides caesor,species,NA,species,NA,NA,Plesiadapidae,Chiromyoides,NA,NA,"G. F. Winterfeld. 1982. Mammalian paleontology of the Fort Union Formation (Paleocene), eastern Rock Springs Uplift, Sweetwater County, Wyoming. Contributions to Geology, University of Wyoming 21(1):73-112",Chiromyoides caesor,NA,species,extinct,Plesiadapidae,Chiromyoides,P. D. Gingerich. 1973. First record of the Palaeocene primate Chiromyoides from North America. Nature 244:517-518
Chlorocebus aethiops,Cercopithecus aethiops,species,recombined as,species,NA,NA,Cercopithecidae,Chlorocebus,NA,NA,P. Dandelot and J. Prévost. 1972. Contribution a l'étude des primates d'Éthiopie (simiens). Mammalia 36(4):607-633,Chlorocebus aethiops,NA,species,extant,Cercopithecidae,Chlorocebus,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Chlororhysis knightensis,Chlororhysis knightensis,species,NA,species,NA,NA,Omomyidae,Chlororhysis,NA,NA,C. L. Gazin. 1962. A Further Study Of The Lower Eocene Mammalian Faunas Of Southwestern Wyoming. Smithsonian Miscellaneous Collections 144(1):1-98,Chlororhysis knightensis,NA,species,extinct,Omomyidae,Chlororhysis,C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112
Chumashius balchi,Chumashius balchi,species,NA,species,NA,NA,Omomyidae,Chumashius,NA,NA,C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112,Chumashius balchi,NA,species,extinct,Omomyidae,Chumashius,C. Stock. 1933. An Eocene primate from California. Proceedings of the National Academy of Sciences 19(11):954-959
Colobus guereza,Colobus guereza,species,NA,species,NA,NA,Cercopithecidae,Colobus,NA,NA,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37,Colobus guereza,NA,species,extant,Cercopithecidae,Colobus,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37
Colobus satanas,Colobus satanas,species,NA,species,NA,NA,Cercopithecidae,Colobus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Colobus satanas,NA,species,extant,Cercopithecidae,Colobus,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219
Copelemur australotutus,Copelemur australotutus,species,NA,species,NA,NA,Notharctidae,Copelemur,NA,NA,G. F. Gunnell. 2002. Notharctine primates (Adapiformes) from the early to middle Eocene (Wasatchian-Bridgerian) of Wyoming: transitional species and the origins of Notharctus and Smilodectes. Journal of Human Evolution 43(3):353-380,Copelemur australotutus,NA,species,extinct,Notharctidae,Copelemur,K. C. Beard. 1988. New notharctine primate fossils from the early Eocene of New Mexico and southern Wyoming and the phylogeny of Notharctinae. American Journal of Physical Anthropology 75(4):439-469
Copelemur praetutus,Copelemur praetutus,species,NA,species,NA,NA,Notharctidae,Copelemur,NA,NA,G. F. Gunnell. 2002. Notharctine primates (Adapiformes) from the early to middle Eocene (Wasatchian-Bridgerian) of Wyoming: transitional species and the origins of Notharctus and Smilodectes. Journal of Human Evolution 43(3):353-380,Copelemur praetutus,NA,species,extinct,Notharctidae,Copelemur,C. L. Gazin. 1962. A Further Study Of The Lower Eocene Mammalian Faunas Of Southwestern Wyoming. Smithsonian Miscellaneous Collections 144(1):1-98
Copelemur tutus,Copelemur tutus,species,NA,species,NA,NA,Notharctidae,Copelemur,NA,NA,K. C. Beard. 1988. New notharctine primate fossils from the early Eocene of New Mexico and southern Wyoming and the phylogeny of Notharctinae. American Journal of Physical Anthropology 75(4):439-469,Copelemur tutus,NA,species,extinct,Notharctidae,Copelemur,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483"
Daubentonia madagascariensis,Chiromys madagascariensis,species,recombined as,species,NA,NA,Daubentoniidae,Daubentonia,NA,NA,"R. Owen. 1863. On the Aye-aye (Chiromys, Cuvier; Chiromys madagascariensis, Desm.; Sciurus madagascariensis, Gmel., Sonnerat; Lemur psilodactylus, Schreber, Shaw). Transactions of the Zoological Society of London 5(2):33-101",Lemur psilodactylus,subjective synonym of,species,extant,Daubentoniidae,Daubentonia,A. Quinn and D. E. Wilson. 2004. Daubentonia madagascariensis. Mammalian Species 740:1-6
Dyseolemur pacificus,Dyseolemur pacificus,species,NA,species,NA,NA,Omomyidae,Dyseolemur,NA,NA,"F. S. Szalay. 1976. Systematics of the Omomyidae (Tarsiiformes, Primates) : taxonomy, phylogeny, and adaptations. Bulletin of the American Museum of Natural History 156(3)",Dyseolemur pacificus,NA,species,extinct,Omomyidae,Dyseolemur,C. Stock. 1934. A Second Eocene Primate from California. Proceedings of the National Academy of Sciences 20(3):150-154
Ekgmowechashala philotau,Ekgmowechashala philotau,species,NA,species,NA,NA,Ekgmowechashalidae,Ekgmowechashala,NA,NA,"F. S. Szalay. 1976. Systematics of the Omomyidae (Tarsiiformes, Primates) : taxonomy, phylogeny, and adaptations. Bulletin of the American Museum of Natural History 156(3)",Ekgmowechashala philotau,NA,species,extinct,Ekgmowechashalidae,Ekgmowechashala,J. R. Macdonald. 1963. The Miocene faunas from the Wounded Knee area of western South Dakota. Bulletin of the American Museum of Natural History 125(3):139-238
Elphidotarsius florencae,Elphidotarsius florencae,species,NA,species,NA,NA,Carpolestidae,Elphidotarsius,NA,NA,"G. G. Simpson. 1937. The Fort Union of the Crazy Mountain field, Montana and its mammalian faunas. Bulletin of the United States National Museum 169:1-287",Elphidotarsius florencae,NA,species,extinct,Carpolestidae,Elphidotarsius,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Elphidotarsius shotgunensis,Elphidotarsius shotgunensis,species,NA,species,NA,NA,Carpolestidae,Elphidotarsius,NA,NA,"C. L. Gazin. 1971. Paleocene primates from the Shotgun Member of the Fort Union Formation in the Wind River Basin, Wyoming. Proceedings of the Biological Society of Washington 84(3):13-38",Elphidotarsius shotgunensis,NA,species,extinct,Carpolestidae,Elphidotarsius,"C. L. Gazin. 1971. Paleocene primates from the Shotgun Member of the Fort Union Formation in the Wind River Basin, Wyoming. Proceedings of the Biological Society of Washington 84(3):13-38"
Elphidotarsius wightoni,Elphidotarsius wightoni,species,NA,species,NA,NA,Carpolestidae,Elphidotarsius,NA,NA,R. C. Fox. 1984. A new species of the Paleocene primate Elphidotarsius Gidley: its stratigraphic position and evolutionary relationships. Canadian Journal of Earth Sciences 21:1268-1277,Elphidotarsius wightoni,NA,species,extinct,Carpolestidae,Elphidotarsius,R. C. Fox. 1984. A new species of the Paleocene primate Elphidotarsius Gidley: its stratigraphic position and evolutionary relationships. Canadian Journal of Earth Sciences 21:1268-1277
Erythrocebus patas,Erythrocebus patas,species,NA,species,NA,NA,Cercopithecidae,Erythrocebus,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Cercopithecus ruber,subjective synonym of,species,extant,Cercopithecidae,Erythrocebus,R. Owen. 1853. Descriptive Catalogue of the Osteological Series Contained in the Museum of the Royal College of Surgeons of England. Volume II. Mammalia Placentalia
Eulemur macaco,Eulemur macaco,species,NA,species,NA,NA,Lemuridae,Eulemur,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Eulemur macaco,NA,species,extant,Lemuridae,Eulemur,"C. Schwitzer. 2009. Sclater’s Black Lemur, Blue-Eyed Black Lemur.  In R. A. Mittermeier, J. Wallis, A. B. Rylands, J. U. Ganzhorn, J. F. Oates, E. A.  (eds.), Primates in Peril: The World’s 25 Most Endangered Primates 2008-2010"
Eulemur mongoz,Eulemur mongoz,species,NA,species,NA,NA,Lemuridae,Eulemur,NA,NA,J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum.,Eulemur mongoz,NA,species,extant,Lemuridae,Eulemur,"S. E. Johnson. 2006. Evolutionary divergence in the brown lemur species complex.  In L. Gould, M. L. Sauther (eds.), Lemurs: Ecology and Adaptation"
Galago gallarum,Galago gallarum,species,NA,species,NA,NA,Galagidae,Galago,NA,NA,E. Lönnberg. 1912. Mammals collected by the Swedish zoological expedition to British East Africa 1911. Kungl. Svenska vetenskapsakademiens handlingar band 48(5):1-188,Galago gallarum,NA,species,extant,Galagidae,Galago,E. Lönnberg. 1912. Mammals collected by the Swedish zoological expedition to British East Africa 1911. Kungl. Svenska vetenskapsakademiens handlingar band 48(5):1-188
Galago senegalensis,Galago senegalensis,species,NA,species,NA,NA,Galagidae,Galago,NA,NA,G. Crile and D. P. Quiring. 1940. A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science 40(5):219-259,Galago senegalensis,NA,species,extant,Galagidae,Galago,"L. E. M. Boer. 1972. The karyotype of Galago alleni Waterhouse 1837 (2N=40), compared with that of Galago senegalensis Geoffroy 1796 (2N=38) (Primates, Prosimii, Galagidae). Genetica 43(2):183-189"
Gorilla beringei,Gorilla beringei,species,NA,species,NA,NA,Hominidae,Gorilla,NA,NA,E. Lönnberg. 1917. Mammals collected in Central Africa by Captain E. Arrhenius. Kungliga Svenska Vetenskapsakademiens Handlingar 58(2):1-110,Gorilla beringei,NA,species,extant,Hominidae,Gorilla,C. P. Groves. 1970. Population systematics of the gorilla. Journal of Zoology 161(3):287-300
Gorilla gorilla,Gorilla gorilla,species,NA,species,NA,NA,Hominidae,Gorilla,NA,NA,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37,Gorilla gigas,subjective synonym of,species,extant,Hominidae,Gorilla,C. P. Groves. 1970. Population systematics of the gorilla. Journal of Zoology 161(3):287-300
Hemiacodon casamissus,Hemiacodon casamissus,species,NA,species,NA,NA,Omomyidae,Hemiacodon,NA,NA,J. Alroy. 2000. New methods for quantifying macroevolutionary patterns and processes. Paleobiology 26(4):707-733,Hemiacodon casamissus,NA,species,extinct,Omomyidae,Hemiacodon,"K. C. Beard, L. Kristalka, and R. K. Stucky. 1992. Revision of the Wind River faunas, early Eocene of central Wyoming. Part 12. New species of omomyid primates (Mammalia: Primates: Omomyidae)\r\nand omomyid taxonomic composition across the early-middle\r\nEocene boundary. Annals of Carnegie Museum 61(1):39-62"
Hemiacodon gracilis,Hemiacodon gracilis,species,NA,species,NA,NA,Omomyidae,Hemiacodon,NA,NA,"G. F. Gunnell. 1995. Omomyid primates (Tarsiiformes) from the Bridger Formation, middle Eocene, southern Green River Basin, Wyoming. Journal of Human Evolution 28",Hemiacodon gracilis,NA,species,extinct,Omomyidae,Hemiacodon,O. C. Marsh. 1872. Preliminary description of new Tertiary mammals. Part II. American Journal of Science 4(21):202-224
Homo sapiens,Homo sapiens,species,NA,species,NA,NA,Hominidae,Homo,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Homo sapiens,NA,species,extant,Hominidae,Homo,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Hylobates funereus,Hylobates cinereus funereus,species,recombined as,species,NA,NA,Hylobatidae,Hylobates,NA,NA,"C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127",Hylobates funereus,NA,species,extant,Hylobatidae,Hylobates,"D. D. Davis. 1958. Mammals of the Kelabit Plateau, northern Sarawak. Fieldiana, Zoology 39(15):119-147"
Hylobates lar,Hylobates lar,species,NA,species,NA,NA,Hylobatidae,Hylobates,NA,NA,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37,Hylobates lar,NA,species,extant,Hylobatidae,Hylobates,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37
Hylobates moloch,Hylobates leuciscus,species,subjective synonym of,species,NA,NA,Hylobatidae,Hylobates,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Hylobates leuciscus,subjective synonym of,species,extant,Hylobatidae,Hylobates,R. Owen. 1853. Descriptive Catalogue of the Osteological Series Contained in the Museum of the Royal College of Surgeons of England. Volume II. Mammalia Placentalia
Ignacius fremontensis,Phenacolemur fremontensis,species,recombined as,species,NA,NA,Paromomyidae,Ignacius,NA,NA,"C. L. Gazin. 1971. Paleocene primates from the Shotgun Member of the Fort Union Formation in the Wind River Basin, Wyoming. Proceedings of the Biological Society of Washington 84(3):13-38",Ignacius fremontensis,NA,species,extinct,Paromomyidae,Ignacius,"C. L. Gazin. 1971. Paleocene primates from the Shotgun Member of the Fort Union Formation in the Wind River Basin, Wyoming. Proceedings of the Biological Society of Washington 84(3):13-38"
Ignacius frugivorus,Phenacolemur frugivorus,species,recombined as,species,NA,NA,Paromomyidae,Ignacius,NA,NA,G. G. Simpson. 1936. A new fauna from the Fort Union of Montana. American Museum Novitates 873,Ignacius frugivorus,NA,species,extinct,Paromomyidae,Ignacius,W. D. Matthew and W. Granger. 1921. New genera of Paleocene mammals. American Museum Novitates 13:1-7
Ignacius graybullianus,Ignacius graybullianus,species,NA,species,NA,NA,Paromomyidae,Ignacius,NA,NA,T. M. Bown and K. D. Rose. 1976. New Early Tertiary Primates and a Reappraisal of some Plesiadapiformes. Folia Primatologica 26,Ignacius graybullianus,NA,species,extinct,Paromomyidae,Ignacius,T. M. Bown and K. D. Rose. 1976. New Early Tertiary Primates and a Reappraisal of some Plesiadapiformes. Folia Primatologica 26
Indri indri,Indris brevicaudatus,species,"misspelling of, subjective synonym of",species,NA,NA,Indriidae,Indri,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Lichanotus mitratus,subjective synonym of,species,extant,Indriidae,Indri,A. Quinn and D. E. Wilson. 2002. Indri indri. Mammalian Species 694:1-5
Jemezius szalayi,Jemezius szalayi,species,NA,species,NA,NA,Omomyidae,Jemezius,NA,NA,"K. C. Beard. 1987. Jemezius, a new omomyid primate from the early Eocene of northwestern New Mexico. Journal of Human Evolution 16(6):457-468",Jemezius szalayi,NA,species,extinct,Omomyidae,Jemezius,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Lagothrix lagotricha,Lagothrix lagotricha,species,NA,species,NA,NA,Atelidae,Lagothrix,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Lagothrix lagotricha,NA,species,extant,Atelidae,Lagothrix,"C. M. Meireles, J. Czelusniak, and M. P. C. Schneider, J. A. P. C. Muniz, M. G. Brigido, H. S. Ferreria, M. Goodman. 1999. Molecular phylogeny of ateline New World monkeys (Platyrrhini, Atelinae) based on -globin gene sequences: evidence that Brachyteles Is the sister group of Lagothrix. Molecular Phylogenetics and Evolution 12(1):10-30"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"L. A. P. Kohn, L. Bishoff Langton, and J. M. Cheverud. 2001. Subspecific genetic differences in the saddle-back tamarin (Saguinus fuscicollis) postcranial skeleton. American Journal of Primatology 54:41-56",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus geoffroyi,Leontocebus geoffroyi,species,NA,species,NA,NA,Cebidae,Saguinus,NA,NA,G. Crile and D. P. Quiring. 1940. A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science 40(5):219-259,Leontocebus geoffroyi,NA,species,extant,Cebidae,Saguinus,G. Crile and D. P. Quiring. 1940. A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science 40(5):219-259
Lophocebus albigena,Cercocebus albigena,species,recombined as,species,NA,NA,Cercopithecidae,Lophocebus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Lophocebus albigena,NA,species,extant,Cercopithecidae,Lophocebus,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris gracilis,subjective synonym of,species,extant,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loveina minuta,Loveina minuta,species,NA,species,NA,NA,Omomyidae,Loveina,NA,NA,"T. M. Bown and K. D. Rose. 1984. Reassessment of Some Early Eocene Omomyidae, with Description of a New Genus and Three New Species. Folia Primatologica 43",Loveina minuta,NA,species,extinct,Omomyidae,Loveina,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483"
Loveina zephyri,Loveina zephyri,species,NA,species,NA,NA,Omomyidae,Loveina,NA,NA,"T. M. Bown and K. D. Rose. 1984. Reassessment of Some Early Eocene Omomyidae, with Description of a New Genus and Three New Species. Folia Primatologica 43",Tetonius barbeyi,subjective synonym of,species,extinct,Omomyidae,Loveina,C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112
Macaca arctoides,Macaca arctoides,species,NA,species,NA,NA,Cercopithecidae,Macaca,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Macaca arctoides,NA,species,extant,Cercopithecidae,Macaca,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219
Macaca assamensis,Macaca assamensis,species,NA,species,NA,NA,Cercopithecidae,Macaca,NA,NA,"M. A. C. Hinton and R. C. Wroughton. 1921. The synonymies, characters and distribution of the macaques included under the names rhesus and assamensis in Blanford's mammals. Journal of the Bombay Natural History Society 27:665-672",Macacus problematicus,subjective synonym of,species,extant,Cercopithecidae,Macaca,"M. A. C. Hinton and R. C. Wroughton. 1921. The synonymies, characters and distribution of the macaques included under the names rhesus and assamensis in Blanford's mammals. Journal of the Bombay Natural History Society 27:665-672"
Macaca cyclopis,Macaca cyclopis,species,NA,species,NA,NA,Cercopithecidae,Macaca,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Macaca cyclopis,NA,species,extant,Cercopithecidae,Macaca,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219
Macaca fascicularis,Macaca fascicularis,species,NA,species,NA,NA,Cercopithecidae,Macaca,NA,NA,"G. S. Miller, Jr. 1942. Zoological results of the George Vanderbilt Sumatran Expedition, 1936-1939. Part V.—Mammals collected by Frederick A. Ulmer, Jr. on Sumatra and Nias. Proceedings of the Academy of Natural Sciences of Philadelphia 44:107-165",Macaca fascicularis,NA,species,extant,Cercopithecidae,Macaca,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37
Macaca mulatta,Macaca mulatta,species,NA,species,NA,NA,Cercopithecidae,Macaca,NA,NA,"M. A. C. Hinton and R. C. Wroughton. 1921. The synonymies, characters and distribution of the macaques included under the names rhesus and assamensis in Blanford's mammals. Journal of the Bombay Natural History Society 27:665-672",Simia erythraea,subjective synonym of,species,extant,Cercopithecidae,Macaca,"M. A. C. Hinton and R. C. Wroughton. 1921. The synonymies, characters and distribution of the macaques included under the names rhesus and assamensis in Blanford's mammals. Journal of the Bombay Natural History Society 27:665-672"
Macaca nemestrina,Macaca nemestrina,species,NA,species,NA,NA,Cercopithecidae,Macaca,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Macaca nemestrina,NA,species,extant,Cercopithecidae,Macaca,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37
Macaca phaeura,Macaca phaeura,species,NA,species,NA,NA,Cercopithecidae,Macaca,NA,NA,"G. S. Miller, Jr. 1942. Zoological results of the George Vanderbilt Sumatran Expedition, 1936-1939. Part V.—Mammals collected by Frederick A. Ulmer, Jr. on Sumatra and Nias. Proceedings of the Academy of Natural Sciences of Philadelphia 44:107-165",Macaca phaeura,NA,species,extant,Cercopithecidae,Macaca,"G. S. Miller, Jr. 1942. Zoological results of the George Vanderbilt Sumatran Expedition, 1936-1939. Part V.—Mammals collected by Frederick A. Ulmer, Jr. on Sumatra and Nias. Proceedings of the Academy of Natural Sciences of Philadelphia 44:107-165"
Macaca thibetana,Macaca thibetana,species,NA,species,NA,NA,Cercopithecidae,Macaca,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Macaca thibetana,NA,species,extant,Cercopithecidae,Macaca,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219
Macrotarsius jepseni,Hemiacodon jepseni,species,recombined as,species,NA,NA,Omomyidae,Macrotarsius,NA,NA,"P. Robinson. 1968. The paleontology and geology of the Badwater Creek area, central Wyoming. Annals of Carnegie Museum 39(19):307-326",Macrotarsius jepseni,NA,species,extinct,Omomyidae,Macrotarsius,"P. Robinson. 1968. The paleontology and geology of the Badwater Creek area, central Wyoming. Annals of Carnegie Museum 39(19):307-326"
Macrotarsius montanus,Macrotarsius montanus,species,NA,species,NA,NA,Omomyidae,Macrotarsius,NA,NA,"L. Krishtalka. 1978. Paleontology and geology of the Badwater Creek area, central Wyoming\r\nPart 15. Review of the late Eocene primates from Wyoming and Utah,\r\nand the Plesitarsiiformes. Annals of Carnegie Museum 47(15):335-360",Macrotarsius montanus,NA,species,extinct,Omomyidae,Macrotarsius,J. Clark. 1941. An Anaptomorphid Primate from the Oligocene of Montana. Journal of Paleontology 15(5)
Macrotarsius siegerti,Macrotarsius siegerti,species,NA,species,NA,NA,Omomyidae,Macrotarsius,NA,NA,"P. Robinson. 1968. The paleontology and geology of the Badwater Creek area, central Wyoming. Annals of Carnegie Museum 39(19):307-326",Macrotarsius siegerti,NA,species,extinct,Omomyidae,Macrotarsius,"P. Robinson. 1968. The paleontology and geology of the Badwater Creek area, central Wyoming. Annals of Carnegie Museum 39(19):307-326"
Mandrillus leucophaeus,Mandrillus leucophaeus,species,NA,species,NA,NA,Cercopithecidae,Mandrillus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Simia (Papio) uvea,subjective synonym of,species,extant,Cercopithecidae,Mandrillus,"R. V. Melville. 1970. Simia leucophaea F. Cuvier, 1807 (Mammalia): validated under the plenary powers. Bulletin of Zoological Nomenclature 27(3/4):171-172"
Mandrillus sphinx,Papio mormon,species,subjective synonym of,species,NA,NA,Cercopithecidae,Mandrillus,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Simia maimon,subjective synonym of,species,extant,Cercopithecidae,Mandrillus,"G. M. Allen. 1939. A checklist of African mammals. Bulletin of the Museum of Comparative Zoology, Harvard 83:1-763"
Megadelphus lundeliusi,Megadelphus lundeliusi,species,NA,species,NA,NA,Microsyopidae,Megadelphus,NA,NA,"G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157",Megadelphus lundeliusi,NA,species,extinct,Microsyopidae,Megadelphus,T. E. White. 1952. Preliminary analysis of the vertebrate fossil fauna of the Boysen Reservoir area. Proceedings of the United States National Museum 102(3296):185-207
Mico argentatus,Callithrix argentata,species,recombined as,species,NA,NA,Cebidae,Mico,NA,NA,H. M. Pucciarelli and W. A. Neves. 1992. Reliability of intrafunctional indices for correcting size in cranial comparisons of New World primates. Ciéncia e Cultura 44(1):29-34,Mico argentatus,NA,species,extant,Cebidae,Mico,"A.B. Rylands, H. Schneider, and A. Langguth, RA Mittermeier, CP Groves, E. Rodriguez-Luna. 2000. An assessment of the diversity of New World primates. Neotropical Primates 8(2):61-93"
