accepted_name,orig_no,taxon_no,taxon_name,difference,accepted_no,accepted_rank,parent_no,ref_pubyr,reference_no,is_extant,n_occs,family,genus,primary_reference
Progalago dorae,430592,430592,Progalago dorae,,430592,species,40780,2010,68722,extinct,0,Galagidae,Progalago,"T. Harrison. 2010. Later Tertiary Lorisiformes.  In L. Werdelin, W.J. Sanders (eds.), Cenozoic Mammals of Africa"
Wadilemur elegans,121440,121440,Wadilemur elegans,,121440,species,121439,1997,29548,extinct,1,Galagidae,Wadilemur,"E. L. Simons. 1997. Discovery of the Smallest Fayum Egyptian Primates (Anchomomyini, Adapidae). Proceedings of the National Academy of Sciences 94(1):180-184"
Galagoides demidoff,385150,385152,Galagoides demidoff,,385150,species,121442,1806,68704,extant,0,Galagidae,Galagoides,G. Fischer. 1806. Nouvelles espèces d’animaux qui se trouvent au Muséum Impériale d’Histoire Naturelle. Mémoires de la Société des Naturalistes de l’Université Impériale de Moscou 1:23-26
Galagoides thomasi,385870,386550,Galagoides thomasi,,385870,species,121442,1907,68652,extant,0,Galagidae,Galagoides,"D.J. Elliot. 1907. Descriptions of apparently new Species and Subspecies of Mammals belonging to the Families Lemuridae, Cebidae, Callitrichidae, and Cercopithecoidae in the Collection of the Natural History Museum. The Annals and magazine of natural history; zoology, botany, and geology ser. 7 20:185-195"
Galagoides kumbirensis,390833,390833,Galagoides kumbirensis,,390833,species,121442,2017,69641,extant,0,Galagidae,Galagoides,"M.S. Svensson, E. Bersacola, and MS Mills, RA Munds, V. Nijman, A. Perkin, JC Masters, S. Couette, KAI Nekaris, SK Bearder. 2017. A giant among dwarfs: a new species of galago (Primates: Galagidae) from Angola. American Journal of Physical Anthropology 163(1):30-43"
Arctocebus aureus,236707,236707,Arctocebus aureus,,236707,species,143089,1940,41848,extant,0,Lorisidae,Arctocebus,I. T. Sanderson. 1940. The Mammals of the North Cameroons Forest Area. Being the Results of the Percy Sladen Expedition to the Mamfe Division of the British Cameroons. Transactions of the Zoological Society of London 24(7):623-725
Arctocebus calabarensis,232735,232736,Arctocebus calabarensis,,232735,species,143089,1939,4470,extant,0,Lorisidae,Arctocebus,"G. M. Allen. 1939. A checklist of African mammals. Bulletin of the Museum of Comparative Zoology, Harvard 83:1-763"
Perodicticus potto,232728,232729,Perodicticus potto,,232728,species,143090,2006,41276,extant,0,Lorisidae,Perodicticus,"C. Smeenk, L. R. Godfrey, and F. L. Williams. 2006. The early specimens of the potto Perodicticus potto (Statius Müller, 1776) in the National Museum of Natural History, Leiden, with the selection of a neotype. Zoologische Medelingen 80:139-164"
Perodicticus potto,232730,232730,Perodicticus geoffroyi,subjective synonym of,232728,species,143090,2006,41276,extant,0,Lorisidae,Perodicticus,"C. Smeenk, L. R. Godfrey, and F. L. Williams. 2006. The early specimens of the potto Perodicticus potto (Statius Müller, 1776) in the National Museum of Natural History, Leiden, with the selection of a neotype. Zoologische Medelingen 80:139-164"
Perodicticus potto,232733,232733,Potto bosmanii,subjective synonym of,232728,species,143090,2006,41276,extant,0,Lorisidae,Perodicticus,"C. Smeenk, L. R. Godfrey, and F. L. Williams. 2006. The early specimens of the potto Perodicticus potto (Statius Müller, 1776) in the National Museum of Natural History, Leiden, with the selection of a neotype. Zoologische Medelingen 80:139-164"
Perodicticus potto,232731,232731,Galago guineensis,subjective synonym of,232728,species,143090,2006,41276,extant,0,Lorisidae,Perodicticus,"C. Smeenk, L. R. Godfrey, and F. L. Williams. 2006. The early specimens of the potto Perodicticus potto (Statius Müller, 1776) in the National Museum of Natural History, Leiden, with the selection of a neotype. Zoologische Medelingen 80:139-164"
Perodicticus ibeanus,390408,390408,Perodicticus ibeanus,,390408,species,143090,1910,69596,extant,0,Lorisidae,Perodicticus,"O. Thomas. 1910. Three new West African Mammals. The Annals and magazine of natural history; zoology, botany, and geology\r\n 5(25-30):351-354"
Perodicticus edwardsi,390409,390409,Perodicticus edwardsi,,390409,species,143090,2018,68855,extant,0,Lorisidae,Perodicticus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Pseudopotto martini,430627,430627,Pseudopotto martini,,430627,species,430625,1996,74822,extant,0,Lorisidae,Pseudopotto,J. H. Schwartz. 1996. Pseudopotto martini: a new genus and species of extant lorisiform primate. Anthropological Papers of the American Museum of Natural History 78:1-14
Namaloris rupestris,345102,345102,Namaloris rupestris,,345102,species,345101,2015,59816,extinct,1,Lorisidae,Namaloris,"M. Pickford. 2015. Late Eocene Lorisiform Primate from Eocliff, Sperrgebiet, Namibia. Communications of the Geological Survey of Namibia 16:194-199"
Loris lori,385680,385680,Loris lori,,385680,species,103123,1908,68799,extant,0,Lorisidae,Loris,"A. Cabera. 1908. Sobre los loris, y en especial sobre la forma filipina. Boletín de la Sociedad Española de Historia Natural"
Loris lydekkerianus,385681,385682,Loris lydekkerianus,,385681,species,103123,1908,68799,extant,0,Lorisidae,Loris,"A. Cabera. 1908. Sobre los loris, y en especial sobre la forma filipina. Boletín de la Sociedad Española de Historia Natural"
Loris tardigradus,104137,206247,Loris tardigradus,,104137,species,103123,1758,12782,extant,0,Lorisidae,Loris,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Loris tardigradus,206248,206248,Loris gracilis,subjective synonym of,104137,species,103123,1994,38595,extant,0,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loris tardigradus,234311,234311,Tardigradus loris,subjective synonym of,104137,species,103123,1902,41452,extant,0,Lorisidae,Loris,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Nycticebus kayan,390433,390433,Nycticebus kayan,,390433,species,143091,2013,69603,extant,0,Lorisidae,Nycticebus,"R.A. Munds, K.A.I. Nekaris, and SM Ford. 2013. Taxonomy of the Bornean Slow Loris, With New Species Nycticebus kayan (Primates, Lorisidae). American Journal of Physical Anthropology 75:46-56"
Nycticebus bengalensis,234320,234320,Nycticebus bengalensis,,234320,species,143091,1902,41452,extant,0,Lorisidae,Nycticebus,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Nycticebus coucang,234312,234313,Nycticebus coucang,,234312,species,143091,1902,41452,extant,0,Lorisidae,Nycticebus,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Nycticebus coucang,234321,234321,Nycticebus cinereus,subjective synonym of,234312,species,143091,1902,41452,extant,0,Lorisidae,Nycticebus,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Nycticebus linglom,234184,234184,Nycticebus linglom,,234184,species,143091,1997,41424,extinct,1,Lorisidae,Nycticebus,"P. Mein and L. Ginsburg. 1997. Les mammiferes du gisement miocene inferieure de Li Mae Long, Thailande; Systematique biostratigraphie et paleoenvironment. Geodiversitas 19(4):783-844"
Nycticebus bancanus,390435,390435,Nycticebus bancanus,,390435,species,143091,1906,69605,extant,0,Lorisidae,Nycticebus,M.W. Lyon. 1906. Notes on the slow lemurs. Proceedings of the United States National Museum 31(1494):527-538
Nycticebus javanicus,234317,234317,Nycticebus javanicus,,234317,species,143091,1812,68690,extant,0,Lorisidae,Nycticebus,M. Geoffroy Saint-Hilaire. 1812. Suite au Tableau des Quadrumanes. Annales du Muséum d'histoire naturelle 19:156-170
Nycticebus menagensis,385931,385931,Nycticebus menagensis,,385931,species,143091,2018,68855,extant,0,Lorisidae,Nycticebus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Nycticebus pygmaeus,231977,231977,Nycticebus pygmaeus,,231977,species,143091,1967,41186,extant,0,Lorisidae,Nycticebus,V. T. Dào. 1967. Notes sur une collection de mammiferes de la region de Yen-Bai (Nord-Vietnam). Mitteilungen aus dem Museum für Naturkunde in Berlin 43(1):117-125
Nycticebus borneanus,390434,390434,Nycticebus borneanus,,390434,species,143091,1908,69604,extant,0,Lorisidae,Nycticebus,M.W. Lyon. 1908. Mammals collected in western Borneo by Dr. W. L. Abbott. Proceedings of the United States National Museum 33:547-571
Nycticeboides simpsoni,385132,385132,Nycticeboides simpsoni,,385132,species,385131,1981,68695,extinct,1,Lorisidae,Nycticeboides,L.L. Jacobs. 1981. Miocene Iorisid primates from the Pakistan Siwaliks. Nature 289:585-587
Mioeuoticus shipmani,430622,430622,Mioeuoticus shipmani,,430622,species,40779,2010,68722,extinct,0,Lorisidae,Mioeuoticus,"T. Harrison. 2010. Later Tertiary Lorisiformes.  In L. Werdelin, W.J. Sanders (eds.), Cenozoic Mammals of Africa"
Mioeuoticus kichotoi,366022,366022,Mioeuoticus kichotoi,,366022,species,40779,2017,64685,extinct,1,Lorisidae,Mioeuoticus,"Y. Kunimatsu, H. Tsujikawa, and M. Nakatsukasa, D. Shimizu, N. Ogihara, Y. Kikuchi, Y. Nakono, T. Takano, N. Morimoto, H. Ishida. 2017. A new species of Mioeuoticus (Lorisiformes, Primates) from the early Middle Miocene of Kenya. Anthropological Science 125(2):59-65"
Mioeuoticus bishopi,430596,430596,Mioeuoticus bishopi,,430596,species,40779,2010,68722,extinct,0,Lorisidae,Mioeuoticus,"T. Harrison. 2010. Later Tertiary Lorisiformes.  In L. Werdelin, W.J. Sanders (eds.), Cenozoic Mammals of Africa"
Mioeuoticus bishopi,430665,430665,Progalago songhornensis,subjective synonym of,430596,species,40779,2010,68722,extinct,0,Lorisidae,Mioeuoticus,"T. Harrison. 2010. Later Tertiary Lorisiformes.  In L. Werdelin, W.J. Sanders (eds.), Cenozoic Mammals of Africa"
Adapoides troglodytes,101382,101382,Adapoides troglodytes,,101382,species,101381,1994,1044,extinct,1,Adapidae,Adapoides,"K. C. Beard, T. Qi, and M. R. Dawson, B. Wang, C. Li. 1994. A diverse new primate fauna from middle Eocene fissure-fillings in southeastern China. Nature 368:604-609"
Magnadapis laurenceae,127242,127242,Magnadapis laurenceae,,127242,species,127237,2008,27589,extinct,0,Adapidae,Magnadapis,"M. Godinot and S. Couette. 2008. Morphological diversity in the skulls of large adapines (Primates, Adapiformes) and its systematic implications. in E. J. Sargis and M. Dagosto (eds.), Mammalian Evolutionary Morphology: A Tribute to Frederick Szalay"
Magnadapis fredi,127244,127244,Magnadapis fredi,,127244,species,127237,2008,27589,extinct,0,Adapidae,Magnadapis,"M. Godinot and S. Couette. 2008. Morphological diversity in the skulls of large adapines (Primates, Adapiformes) and its systematic implications. in E. J. Sargis and M. Dagosto (eds.), Mammalian Evolutionary Morphology: A Tribute to Frederick Szalay"
Magnadapis intermedius,127245,127245,Magnadapis intermedius,,127245,species,127237,2008,27589,extinct,0,Adapidae,Magnadapis,"M. Godinot and S. Couette. 2008. Morphological diversity in the skulls of large adapines (Primates, Adapiformes) and its systematic implications. in E. J. Sargis and M. Dagosto (eds.), Mammalian Evolutionary Morphology: A Tribute to Frederick Szalay"
Magnadapis quercyi,127240,127240,Magnadapis quercyi,,127240,species,127237,2008,27589,extinct,0,Adapidae,Magnadapis,"M. Godinot and S. Couette. 2008. Morphological diversity in the skulls of large adapines (Primates, Adapiformes) and its systematic implications. in E. J. Sargis and M. Dagosto (eds.), Mammalian Evolutionary Morphology: A Tribute to Frederick Szalay"
Leptadapis capellae,374338,374338,Leptadapis capellae,,374338,species,40760,1986,10553,extinct,0,Adapidae,Leptadapis,"J. J. Hooker. 1986. Mammals from the Bartonian (middle/late Eocene) of the Hampshire Basin, southern England. Bulletin of the British Museum (Natural History) 39(4):191-478"
Leptadapis magnus,127246,127247,Leptadapis magnus,,127246,species,40760,2008,27589,extinct,17,Adapidae,Leptadapis,"M. Godinot and S. Couette. 2008. Morphological diversity in the skulls of large adapines (Primates, Adapiformes) and its systematic implications. in E. J. Sargis and M. Dagosto (eds.), Mammalian Evolutionary Morphology: A Tribute to Frederick Szalay"
Leptadapis (Paradapis) priscus,145143,145146,Leptadapis (Paradapis) priscus,,145143,species,145144,1998,1679,extinct,2,Adapidae,Leptadapis,M. Godinot. 1998. A summary of adapiform systematics and phylogeny. Folia Primatologica 69(Suppl. 1):218-249
Leptadapis ruetimeyeri,374311,374311,Leptadapis ruetimeyeri,,374311,species,40760,1986,10553,extinct,0,Adapidae,Leptadapis,"J. J. Hooker. 1986. Mammals from the Bartonian (middle/late Eocene) of the Hampshire Basin, southern England. Bulletin of the British Museum (Natural History) 39(4):191-478"
Leptadapis leenhardti,127248,127249,Leptadapis leenhardti,,127248,species,40760,2008,27589,extinct,0,Adapidae,Leptadapis,"M. Godinot and S. Couette. 2008. Morphological diversity in the skulls of large adapines (Primates, Adapiformes) and its systematic implications. in E. J. Sargis and M. Dagosto (eds.), Mammalian Evolutionary Morphology: A Tribute to Frederick Szalay"
Leptadapis filholi,127250,127250,Leptadapis filholi,,127250,species,40760,2008,27589,extinct,0,Adapidae,Leptadapis,"M. Godinot and S. Couette. 2008. Morphological diversity in the skulls of large adapines (Primates, Adapiformes) and its systematic implications. in E. J. Sargis and M. Dagosto (eds.), Mammalian Evolutionary Morphology: A Tribute to Frederick Szalay"
Adapis parisiensis,57922,57922,Adapis parisiensis,,57922,species,40750,1973,10423,extinct,10,Adapidae,Adapis,"P. E. Cray. 1973. Marsupialia, Insectivora, Primates, Creodonta and Carnivora from the Headon Beds (upper Eocene) of southern England. Bulletin of the British Museum (Natural History). Geology Series 23(1):1-102"
Adapis collinsonae,135230,145142,Adapis collinsonae,,135230,species,40750,1986,10553,extinct,1,Adapidae,Adapis,"J. J. Hooker. 1986. Mammals from the Bartonian (middle/late Eocene) of the Hampshire Basin, southern England. Bulletin of the British Museum (Natural History) 39(4):191-478"
Adapis stintoni,374336,374336,Adapis stintoni,,374336,species,40750,1986,10553,extinct,0,Adapidae,Adapis,"J. J. Hooker. 1986. Mammals from the Bartonian (middle/late Eocene) of the Hampshire Basin, southern England. Bulletin of the British Museum (Natural History) 39(4):191-478"
Adapis sudrei,347333,347333,Adapis sudrei,,347333,species,40750,2013,60673,extinct,2,Adapidae,Adapis,"D. Becker, G. Rauber, and L. Scherler. 2013. New small mammal fauna of late Middle Eocene age from a fissure filling at La Verrerie de Roches (Jura, NW Switzerland). Revue de Paléobiologie, Genève 32(2):433-446"
Microadapis sciureus,135234,135235,Microadapis sciureus,,135234,species,40763,2004,28398,extinct,1,Adapidae,Microadapis,"J. L. Franzen. 2004. First fossil primates from Eckfeld Maar, Middle Eocene (Eifel, Germany). Eclogae Geologicae Helvetiae 97(2):213-220"
Protoadapis,144268,144269,Protoadapis crassicuspidens,nomen nudum,40769,genus,40769,1976,1635,extinct,0,Adapidae,Protoadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Protoadapis filholi,431944,431944,Protoadapis filholi,,431944,species,40769,1979,74744,extinct,0,Adapidae,Protoadapis,F. S. Szalay and E. Delson. 1979. Evolutionary History of the Primates
Protoadapis curvicuspidens,144266,144267,Protoadapis curvicuspidens,,144266,species,40769,1976,1635,extinct,0,Adapidae,Protoadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Protoadapis curvicuspidens,145124,145124,Pronycticebus mancyi,subjective synonym of,144266,species,40769,1998,1679,extinct,0,Adapidae,Protoadapis,M. Godinot. 1998. A summary of adapiform systematics and phylogeny. Folia Primatologica 69(Suppl. 1):218-249
Protoadapis angustidens,144070,144071,Protoadapis angustidens,,144070,species,40769,1975,29555,extinct,0,Adapidae,Protoadapis,"P. D. Gingerich. 1975. A new genus of Adapidae (Mammalia, Primates) from the late Eocene of southern France, and its significance for the origin of higher primates. Contributions from the Museum of Paleontology, University of Michigan 24(15):163-170"
Adapidae,145156,145156,Arisella capellae,nomen dubium,40749,family,40749,1971,29667,extinct,1,Adapidae,NO_GENUS_SPECIFIED,F. S. Szalay. 1971. The European adapid primates Agerina and Pronycticebus. American Museum Novitates 2466:1-18
Pelycodus eppsi,163508,163508,Pelycodus eppsi,,163508,species,40765,1977,1675,extinct,1,Adapidae,Pelycodus,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Pelycodus danielsae,50082,50082,Pelycodus danielsae,,50082,species,40765,1991,1555,extinct,2,Adapidae,Pelycodus,J. W. Froehlich and S. G. Lucas. 1991. Early Eocene Pelycodus danielsae: Largest Adapid in the Oldest Lemuriform Adaptive Radiation. Folia Primatologica 57
Pelycodus danielsae,50090,50090,Pelycodus schidelerorum,subjective synonym of,50082,species,40765,1992,2081,extinct,2,Adapidae,Pelycodus,A. J. Kihm. 1992. Two new species of adapid primates from the late Wasatchian of northwestern Colorado. Hunteria 3(1):1-6
Pelycodus savagei,163509,163509,Pelycodus savagei,,163509,species,40765,1977,1675,extinct,0,Adapidae,Pelycodus,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Pelycodus jarrovii,51107,50084,Pelycodus jarrovii,,51107,species,40765,1902,2698,extinct,6,Adapidae,Pelycodus,H. F. Osborn. 1902. The four phyla of Oligocene titanotheres. Bulletin of the American Museum of Natural History 16(8):91-109
Sivaladapis nagrii,101103,101106,Sivaladapis nagrii,,101103,species,101104,1979,24422,extinct,0,Adapidae,Sivaladapis,P. D. Gingerich and A. Sahni. 1979. Indraloris and Sivaladapis: Miocene adapid primates from the Siwaliks of India and Pakistan. Nature 279:415-416
Sivaladapis palaeindicus,101100,101107,Sivaladapis palaeindicus,,101100,species,101104,1979,24422,extinct,1,Adapidae,Sivaladapis,P. D. Gingerich and A. Sahni. 1979. Indraloris and Sivaladapis: Miocene adapid primates from the Siwaliks of India and Pakistan. Nature 279:415-416
Rouzilemur pulcher,374600,374600,Rouzilemur pulcher,,374600,species,374599,2018,66540,extinct,1,Notharctidae,Rouzilemur,"M. Godinot, H.-P. Labarrère, and J. Erfurt, J. L. Franzen, B. Lange-Badre, F. Lapparent de Broin, D. Vidalenc. 2018. Un nouveau gisement à vertébrés éocènes, Rouzilhac (MP 10-11), dans la série molassique d’Issel (Aude, France). Revue de Paléobiologie, Genève 37:141-333"
Smilodectes mcgrewi,51610,51610,Smilodectes mcgrewi,,51610,species,40770,1979,1638,extinct,39,Notharctidae,Smilodectes,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Smilodectes gracilis,47166,51609,Smilodectes gracilis,,47166,species,40770,1871,59129,extinct,17,Notharctidae,Smilodectes,O. C. Marsh. 1871. Notice of some new fossil mammals from the Tertiary Formation. American Journal of Science 2(7):35-44
Smilodectes gracilis,44156,44156,Aphanolemur gibbosus,subjective synonym of,47166,species,40770,1917,1698,extinct,17,Notharctidae,Smilodectes,W. Granger and W. K. Gregory. 1917. A revision of the Eocene primates of the genus Notharctus. Bulletin of the American Museum of Natural History 37(34)
Smilodectes gracilis,49192,49192,Notharctus matthewi,subjective synonym of,47166,species,40770,1917,1698,extinct,17,Notharctidae,Smilodectes,W. Granger and W. K. Gregory. 1917. A revision of the Eocene primates of the genus Notharctus. Bulletin of the American Museum of Natural History 37(34)
Smilodectes sororis,51611,51611,Smilodectes sororis,,51611,species,40770,2002,7526,extinct,1,Notharctidae,Smilodectes,G. F. Gunnell. 2002. Notharctine primates (Adapiformes) from the early to middle Eocene (Wasatchian-Bridgerian) of Wyoming: transitional species and the origins of Notharctus and Smilodectes. Journal of Human Evolution 43(3):353-380
Copelemur australotutus,45235,45235,Copelemur australotutus,,45235,species,40755,1988,1036,extinct,8,Notharctidae,Copelemur,K. C. Beard. 1988. New notharctine primate fossils from the early Eocene of New Mexico and southern Wyoming and the phylogeny of Notharctinae. American Journal of Physical Anthropology 75(4):439-469
Copelemur praetutus,50087,45238,Copelemur praetutus,,50087,species,40755,1962,1616,extinct,5,Notharctidae,Copelemur,C. L. Gazin. 1962. A Further Study Of The Lower Eocene Mammalian Faunas Of Southwestern Wyoming. Smithsonian Miscellaneous Collections 144(1):1-98
Copelemur tutus,52400,45239,Copelemur tutus,,52400,species,40755,1915,2471,extinct,4,Notharctidae,Copelemur,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483"
Notharctus robustior,49199,49199,Notharctus robustior,,49199,species,40764,1917,1698,extinct,8,Notharctidae,Notharctus,W. Granger and W. K. Gregory. 1917. A revision of the Eocene primates of the genus Notharctus. Bulletin of the American Museum of Natural History 37(34)
Notharctus robustior,52134,52153,Telmatolestes crassus,subjective synonym of,49199,species,40764,1872,57294,extinct,8,Notharctidae,Notharctus,O. C. Marsh. 1872. Preliminary description of new Tertiary mammals. Part II. American Journal of Science 4(21):202-224
Notharctus venticolus,49204,49204,Notharctus venticolus,,49204,species,40764,1902,82739,extinct,15,Notharctidae,Notharctus,"H. F. Osborn. 1902. American Eocene primates, and the supposed rodent family Mixodectidae. Bulletin of the American Museum of Natural History 16(17):169-214"
Notharctus venticolus,44895,44895,Cantius antediluvius,subjective synonym of,49204,species,40764,1992,2081,extinct,15,Notharctidae,Notharctus,A. J. Kihm. 1992. Two new species of adapid primates from the late Wasatchian of northwestern Colorado. Hunteria 3(1):1-6
Notharctus robinsoni,49198,49198,Notharctus robinsoni,,49198,species,40764,1979,1638,extinct,37,Notharctidae,Notharctus,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Notharctus tenebrosus,49200,49200,Notharctus tenebrosus,,49200,species,40764,1870,63675,extinct,16,Notharctidae,Notharctus,"J. Leidy. 1870. [Abstract of remarks made before a meeting of the Academy of Natural Sciences of Philadelphia, October 25th, 1870]. Proceedings of the Academy of Natural Sciences of Philadelphia 22(3):113-114"
Notharctus tenebrosus,49197,49197,Notharctus pugnax,subjective synonym of,49200,species,40764,1917,1698,extinct,16,Notharctidae,Notharctus,W. Granger and W. K. Gregory. 1917. A revision of the Eocene primates of the genus Notharctus. Bulletin of the American Museum of Natural History 37(34)
Notharctus tenebrosus,52264,52264,Thinolestes anceps,subjective synonym of,49200,species,40764,1872,57294,extinct,16,Notharctidae,Notharctus,O. C. Marsh. 1872. Preliminary description of new Tertiary mammals. Part II. American Journal of Science 4(21):202-224
Notharctus tenebrosus,47708,47708,Limnotherium tyrannus,subjective synonym of,49200,species,40764,1871,59129,extinct,16,Notharctidae,Notharctus,O. C. Marsh. 1871. Notice of some new fossil mammals from the Tertiary Formation. American Journal of Science 2(7):35-44
Notharctus tenebrosus,47706,47706,Limnotherium affine,subjective synonym of,49200,species,40764,1872,57294,extinct,16,Notharctidae,Notharctus,O. C. Marsh. 1872. Preliminary description of new Tertiary mammals. Part II. American Journal of Science 4(21):202-224
Notharctus tenebrosus,49195,49195,Notharctus osborni,subjective synonym of,49200,species,40764,1917,1698,extinct,16,Notharctidae,Notharctus,W. Granger and W. K. Gregory. 1917. A revision of the Eocene primates of the genus Notharctus. Bulletin of the American Museum of Natural History 37(34)
Notharctus tenebrosus,49189,49189,Notharctus formosus,subjective synonym of,49200,species,40764,1979,1638,extinct,16,Notharctidae,Notharctus,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Notharctus tenebrosus,47032,47032,Hipposyus formosus,subjective synonym of,49200,species,40764,1917,1698,extinct,16,Notharctidae,Notharctus,W. Granger and W. K. Gregory. 1917. A revision of the Eocene primates of the genus Notharctus. Bulletin of the American Museum of Natural History 37(34)
Notharctus tenebrosus,52399,52399,Tomitherium rostratum,subjective synonym of,49200,species,40764,1872,53112,extinct,16,Notharctidae,Notharctus,E. D. Cope. 1872. Third account of new Vertebrata from the Bridger Eocene of Wyoming Valley. Proceedings of the American Philosophical Society (separate)
Notharctus,50089,50089,Pelycodus relictus,nomen nudum,40764,genus,40764,1957,2917,extinct,0,Notharctidae,Notharctus,P. Robinson. 1957. The species Notharctus from the Middle Eocene. Postilla 28:1-27
Barnesia hauboldi,384976,384976,Barnesia hauboldi,,384976,species,384975,2002,68642,extinct,0,Notharctidae,Barnesia,"D.L. Gebo. 2002. Adapiformes: Phylogeny and adaptation.  In W.C. Hartwig (ed.), The Primate Fossil Record"
Europolemur koenigswaldi,70447,70447,Europolemur koenigswaldi,,70447,species,40756,1987,15697,extinct,1,Notharctidae,Europolemur,"J. L. Franzen. 1987. Ein neuer Primate aus dem Mitteleozän der Grube Messel (Deutschland, S-Hessen); (A new primate from the Middle Eocene of Grube Messel (Germany, Southern Hessen)). Courier Forschungsinstitut Senckenberg 91:151-187"
Europolemur midiensis,374605,374605,Europolemur midiensis,,374605,species,40756,2018,66540,extinct,1,Notharctidae,Europolemur,"M. Godinot, H.-P. Labarrère, and J. Erfurt, J. L. Franzen, B. Lange-Badre, F. Lapparent de Broin, D. Vidalenc. 2018. Un nouveau gisement à vertébrés éocènes, Rouzilhac (MP 10-11), dans la série molassique d’Issel (Aude, France). Revue de Paléobiologie, Genève 37:141-333"
Europolemur kelleri,135229,135229,Europolemur kelleri,,135229,species,40756,2004,28398,extinct,0,Notharctidae,Europolemur,"J. L. Franzen. 2004. First fossil primates from Eckfeld Maar, Middle Eocene (Eifel, Germany). Eclogae Geologicae Helvetiae 97(2):213-220"
Europolemur klatti,135231,135231,Europolemur klatti,,135231,species,40756,1998,1679,extinct,2,Notharctidae,Europolemur,M. Godinot. 1998. A summary of adapiform systematics and phylogeny. Folia Primatologica 69(Suppl. 1):218-249
Europolemur klatti,135233,135233,Alsatia dunaifi,subjective synonym of,135231,species,40756,1998,1679,extinct,2,Notharctidae,Europolemur,M. Godinot. 1998. A summary of adapiform systematics and phylogeny. Folia Primatologica 69(Suppl. 1):218-249
Mazateronodon endemicus,264445,264445,Mazateronodon endemicus,,264445,species,264441,2010,46136,extinct,1,Notharctidae,Mazateronodon,"J. Marigó, R. Minwer-Barakat, and S. Moyà-Solà. 2010. New Anchomomyini (Adapoidea, Primates) from the Mazaterón Middle Eocene locality (Almazán Basin, Soria, Spain). Journal of Human Evolution 58(2):353-361"
Anchomomyini,143993,143993,Shizarodon dhofarensis,nomen dubium,143988,tribe,143988,1997,29548,extinct,1,Notharctidae,NO_GENUS_SPECIFIED,"E. L. Simons. 1997. Discovery of the Smallest Fayum Egyptian Primates (Anchomomyini, Adapidae). Proceedings of the National Academy of Sciences 94(1):180-184"
Anchomomys stehlini,145102,145102,Anchomomys stehlini,,145102,species,40752,1983,29657,extinct,3,Notharctidae,Anchomomys,J. H. Schwartz and I. Tattersall. 1983. A review of the European primate genus Anchomomys and some allied forms. Anthropological papers of the American Museum of Natural History 57(5):344-352
