accepted_name,orig_no,taxon_no,taxon_name,difference,accepted_no,accepted_rank,parent_no,ref_pubyr,reference_no,is_extant,n_occs,family,genus,primary_reference
Hylobates moloch,232649,232651,Hylobates moloch,,232649,species,40891,1930,41261,extant,1,Hylobatidae,Hylobates,A. Cabrera. 1930. A note on the name of the Javan gibbon. Proceedings of the Zoological Society of London 100:257
Hylobates moloch,232340,232341,Hylobates leuciscus,subjective synonym of,232649,species,40891,1853,41223,extant,1,Hylobatidae,Hylobates,R. Owen. 1853. Descriptive Catalogue of the Osteological Series Contained in the Museum of the Royal College of Surgeons of England. Volume II. Mammalia Placentalia
Hylobates moloch,232650,232650,Simia cinerea,subjective synonym of,232649,species,40891,1930,41261,extant,1,Hylobatidae,Hylobates,A. Cabrera. 1930. A note on the name of the Javan gibbon. Proceedings of the Zoological Society of London 100:257
Hylobates lar,231498,231499,Hylobates lar,,231498,species,40891,2003,41107,extant,0,Hylobatidae,Hylobates,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37
Hylobates lar lar,237579,237579,Simia albimana,subjective synonym of,237577,subspecies,231498,1969,41895,extant,0,Hylobatidae,Hylobates,J. Fooden. 1969. Color-phase in gibbons. Evolution 23(4):627-644
Hylobates lar lar,232342,232342,Pithecus variegatus,subjective synonym of,237577,subspecies,231498,1853,41223,extant,0,Hylobatidae,Hylobates,R. Owen. 1853. Descriptive Catalogue of the Osteological Series Contained in the Museum of the Royal College of Surgeons of England. Volume II. Mammalia Placentalia
Hylobates agilis,237573,237573,Hylobates agilis,,237573,species,40891,1969,41895,extant,0,Hylobatidae,Hylobates,J. Fooden. 1969. Color-phase in gibbons. Evolution 23(4):627-644
Hylobates agilis,238892,238892,Hylobates unko,subjective synonym of,237573,species,40891,1929,42033,extant,0,Hylobatidae,Hylobates,"C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
Hylobates agilis,238891,238891,Hylobates rafflesi,subjective synonym of,237573,species,40891,1929,42033,extant,0,Hylobatidae,Hylobates,"C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
Hylobates muelleri,238873,238873,Hylobates muelleri,,238873,species,40891,2010,42031,extant,0,Hylobatidae,Hylobates,"V. N. Thinh, A. R. Mootnick, and T. Geissmann, M. Li, T. Ziegler, M. Agil, P. Moisson, T. Nadler, L. Walter, C. Roos. 2010. Mitochondrial evidence for multiple radiations in the evolutionary history of small apes. BMC Evolutionary Biology 10(74):1-13"
Bunopithecus sericus,158811,158811,Bunopithecus sericus,,158811,species,158809,1923,68936,extinct,1,Hylobatidae,Bunopithecus,"W.D. Matthew and W.T. Granger. 1923. New fossil mammals from the Pliocene of Sze-chuan, China. Bulletin of the American Museum of Natural History 48(17):564-598"
Symphalangus syndactylus,231500,234329,Symphalangus syndactylus,,231500,species,158835,2003,41107,extant,1,Hylobatidae,Symphalangus,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37
Hoolock hoolock,158826,158834,Hoolock hoolock,,158826,species,158822,2005,31314,extant,0,Hylobatidae,Hoolock,A. Mootnick and C. Groves. 2005. A new generic name for the hoolock gibbon (Hylobatidae). International Journal of Primatology 26(4):971-976
Hoolock tianxing,390652,390652,Hoolock tianxing,,390652,species,158822,2017,69633,extant,0,Hylobatidae,Hoolock,"P.F. Fan, K.A.I. He, and X. Chen, A. Ortiz, B. Zhang, C. Zhao, YQ Li, HB Zhang, C. Kimock, WZ Wang, C. Groves. 2017. Description of a new species of Hoolock gibbon (Primates: Hylobatidae) based on integrative taxonomy. American Journal of Primatology 79(5):p.e22631"
Hoolock leuconedys,158853,158854,Hoolock leuconedys,,158853,species,158822,2005,31314,extant,0,Hylobatidae,Hoolock,A. Mootnick and C. Groves. 2005. A new generic name for the hoolock gibbon (Hylobatidae). International Journal of Primatology 26(4):971-976
Yuanmoupithecus xiaoyuan,437259,437259,Yuanmoupithecus xiaoyuan,,437259,species,437258,2016,76770,extinct,0,Hylobatidae,Yuanmoupithecus,"T. Harrison. 2016. The Fossil Record and Evolutionary History of Hylobatids .  In U. Reichard, H. Hirai, C. Barelli (eds.), Evolution of Gibbons and Siamang. Developments in Primatology: Progress and Prospects"
Nomascus concolor,158842,158849,Nomascus concolor,,158842,species,158837,2005,31314,extant,2,Hylobatidae,Nomascus,A. Mootnick and C. Groves. 2005. A new generic name for the hoolock gibbon (Hylobatidae). International Journal of Primatology 26(4):971-976
Nomascus concolor,238907,238907,Hylobates niger,subjective synonym of,158842,species,158837,1929,42033,extant,2,Hylobatidae,Nomascus,"C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
Nomascus concolor,238906,238906,Hylobates harlani,subjective synonym of,158842,species,158837,1929,42033,extant,2,Hylobatidae,Nomascus,"C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
Nomascus gabriellae,238640,238886,Nomascus gabriellae,,238640,species,158837,2010,42031,extant,0,Hylobatidae,Nomascus,"V. N. Thinh, A. R. Mootnick, and T. Geissmann, M. Li, T. Ziegler, M. Agil, P. Moisson, T. Nadler, L. Walter, C. Roos. 2010. Mitochondrial evidence for multiple radiations in the evolutionary history of small apes. BMC Evolutionary Biology 10(74):1-13"
Nomascus siki,238642,238885,Nomascus siki,,238642,species,158837,2010,42031,extant,0,Hylobatidae,Nomascus,"V. N. Thinh, A. R. Mootnick, and T. Geissmann, M. Li, T. Ziegler, M. Agil, P. Moisson, T. Nadler, L. Walter, C. Roos. 2010. Mitochondrial evidence for multiple radiations in the evolutionary history of small apes. BMC Evolutionary Biology 10(74):1-13"
Nomascus hainanus,238632,238880,Nomascus hainanus,,238632,species,158837,2010,42031,extant,0,Hylobatidae,Nomascus,"V. N. Thinh, A. R. Mootnick, and T. Geissmann, M. Li, T. Ziegler, M. Agil, P. Moisson, T. Nadler, L. Walter, C. Roos. 2010. Mitochondrial evidence for multiple radiations in the evolutionary history of small apes. BMC Evolutionary Biology 10(74):1-13"
Nomascus annamensis,390436,390436,Nomascus annamensis,,390436,species,158837,2010,69606,extant,0,Hylobatidae,Nomascus,"M.A. Van Ngoc Thinh, M.A. Thanh, and C. Roos. 2010. A new species of crested gibbon, from the central Annamite mountain range. Vietnamese Journal of Primatology 1(4):1-12"
Nomascus leucogenys,238625,238884,Nomascus leucogenys,,238625,species,158837,2010,42031,extant,0,Hylobatidae,Nomascus,"V. N. Thinh, A. R. Mootnick, and T. Geissmann, M. Li, T. Ziegler, M. Agil, P. Moisson, T. Nadler, L. Walter, C. Roos. 2010. Mitochondrial evidence for multiple radiations in the evolutionary history of small apes. BMC Evolutionary Biology 10(74):1-13"
Nomascus nasutus,238636,238881,Nomascus nasutus,,238636,species,158837,2010,42031,extant,0,Hylobatidae,Nomascus,"V. N. Thinh, A. R. Mootnick, and T. Geissmann, M. Li, T. Ziegler, M. Agil, P. Moisson, T. Nadler, L. Walter, C. Roos. 2010. Mitochondrial evidence for multiple radiations in the evolutionary history of small apes. BMC Evolutionary Biology 10(74):1-13"
Kapi ramnagarensis,437254,437254,Kapi ramnagarensis,,437254,species,437253,2020,76769,extinct,0,Hylobatidae,Kapi,"C. C. Gilbert, A. Oritz, and K. D. Pugh, C. J. Campisano, B. A. Patel, N. P. Singh, J. G. Fleagle, R. Patnaik. 2020. New Middle Miocene Ape (Primates: Hylobatidae) from Ramnagar, India fills major gaps in the hominoid fossil record. Proceedings of the Royal Society B 287(20201655)"
Equatorius africanus,100573,185390,Equatorius africanus,,100573,species,169699,1999,36156,extinct,9,NO_FAMILY_SPECIFIED,Equatorius,"S. Ward, B. Brown, and A. Hill, J. Kelley, W. Downs. 1999. Equatorius: a new hominoid genus from the Middle Miocene of Kenya. Science 285:1382-1386"
Morotopithecus bishopi,164184,164184,Morotopithecus bishopi,,164184,species,135928,1997,32208,extinct,1,Proconsulidae,Morotopithecus,"D. L. Gebo, L. MacLatchy, and R. Kityo, A. Deino, J. Kingston, D. Pilbeam. 1997. A hominoid genus from the early Miocene of Uganda. Science 276:401-404"
Rangwapithecus gordoni,385294,385295,Rangwapithecus gordoni,,385294,species,133703,1974,68736,extinct,0,Proconsulidae,Rangwapithecus,P. Andrews. 1974. New species of Dryopithecus from Kenya. Nature 249(5453):188
Proconsul (Xenopithecus) hamiltoni,97224,97224,Proconsul (Xenopithecus) hamiltoni,,97224,species,97223,1986,10163,extinct,0,Proconsulidae,Xenopithecus,R. E. Leakey and M. G. Leakey. 1986. A new Miocene hominoid from Kenya. Nature 324(13):143-146
Nacholapithecus kerioi,430480,430480,Nacholapithecus kerioi,,430480,species,169698,1999,74772,extinct,0,Proconsulidae,Nacholapithecus,"H. Ishida, Y. Kunimatsu, and M. Nakatsukasa, Y. Nakano. 1999. New hominoid genus from the Middle Miocene of Nachola, Kenya. Anthropological Science 107(2):189-191"
Turkanapithecus kalakolensis,97226,97226,Turkanapithecus kalakolensis,,97226,species,97225,1986,10164,extinct,1,Proconsulidae,Turkanapithecus,R. E. Leakey and M. G. Leakey. 1986. A second new Miocene hominoid from Kenya. Nature 324(13):146-148
Nyanzapithecus vancouveringorum,143169,143170,Nyanzapithecus vancouveringorum,,143169,species,133711,1989,5308,extinct,0,Proconsulidae,Nyanzapithecus,T. Harrison. 1989. A new species of Micropithecus from the middle Miocene of Kenya. Journal of Human Evolution 18(6):537-557
Nyanzapithecus alesi,384465,384465,Nyanzapithecus alesi,,384465,species,133711,2017,68537,extinct,1,Proconsulidae,Nyanzapithecus,"I. Nengo, P. Tafforeau, and GC Gilbert, JG Fleagle, ER Miller, C. Feibel, DL Fox, J. Feinberg, KD Pugh, C. Berruyer, S. Mana, Z. Engle, F. Spoor. 2017. New infant cranium from the African Miocene sheds light on ape evolution. Nature 548:169-174"
Nyanzapithecus pickfordi,385126,385126,Nyanzapithecus pickfordi,,385126,species,133711,1986,5307,extinct,2,Proconsulidae,Nyanzapithecus,T. Harrison. 1986. New fossil anthropoids from the Middle Miocene of East Africa and their bearing on the origin of the Oreopithecidae. American Journal of Physical Anthropology 71:265-284
Nyanzapithecus harrisoni,385125,385125,Nyanzapithecus harrisoni,,385125,species,133711,1997,68689,extinct,1,Proconsulidae,Nyanzapithecus,"Y. Kunimatsu. 1997. New Species of Nyanzapithecus from Nachola, Northern Kenya. Anthropological Science 105:117-141"
Afropithecus turkanensis,97222,97222,Afropithecus turkanensis,,97222,species,97221,1986,10163,extinct,3,Proconsulidae,Afropithecus,R. E. Leakey and M. G. Leakey. 1986. A new Miocene hominoid from Kenya. Nature 324(13):143-146
Proconsul major,157734,157734,Proconsul major,,157734,species,40895,2009,31207,extinct,4,Proconsulidae,Proconsul,"T. Harrison and P. Andrews. 2009. The anatomy and systematic position of the early Miocene proconsulid from Meswa Bridge, Kenya. Journal of Human Evolution 56(5):479-496"
Proconsul africanus,157732,157732,Proconsul africanus,,157732,species,40895,2009,31207,extinct,2,Proconsulidae,Proconsul,"T. Harrison and P. Andrews. 2009. The anatomy and systematic position of the early Miocene proconsulid from Meswa Bridge, Kenya. Journal of Human Evolution 56(5):479-496"
Proconsul gitongai,157736,157737,Proconsul gitongai,,157736,species,40895,2009,31207,extinct,0,Proconsulidae,Proconsul,"T. Harrison and P. Andrews. 2009. The anatomy and systematic position of the early Miocene proconsulid from Meswa Bridge, Kenya. Journal of Human Evolution 56(5):479-496"
Proconsul meswae,157731,157731,Proconsul meswae,,157731,species,40895,2009,31207,extinct,1,Proconsulidae,Proconsul,"T. Harrison and P. Andrews. 2009. The anatomy and systematic position of the early Miocene proconsulid from Meswa Bridge, Kenya. Journal of Human Evolution 56(5):479-496"
Gorilla gorilla,231496,231497,Gorilla gorilla,,231496,species,97178,2003,41107,extant,0,Hominidae,Gorilla,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37
Gorilla gorilla,232973,232973,Gorilla gigas,subjective synonym of,231496,species,97178,1970,41324,extant,0,Hominidae,Gorilla,C. P. Groves. 1970. Population systematics of the gorilla. Journal of Zoology 161(3):287-300
Gorilla gorilla gorilla,232975,232975,Pseudogorilla mayema,subjective synonym of,232972,subspecies,231496,1970,41324,extant,0,Hominidae,Gorilla,C. P. Groves. 1970. Population systematics of the gorilla. Journal of Zoology 161(3):287-300
Gorilla gorilla gorilla,232976,232976,Gorilla (Pseudogorilla) ellioti,subjective synonym of,232972,subspecies,231496,1970,41324,extant,0,Hominidae,Gorilla,C. P. Groves. 1970. Population systematics of the gorilla. Journal of Zoology 161(3):287-300
Gorilla beringei,232980,232980,Gorilla beringei,,232980,species,97178,1970,41324,extant,0,Hominidae,Gorilla,C. P. Groves. 1970. Population systematics of the gorilla. Journal of Zoology 161(3):287-300
Australopithecus sediba,165364,165364,Australopithecus sediba,,165364,species,40900,2010,32406,extinct,1,Hominidae,Australopithecus,"L. R. Berger, D. J. de Ruiter, and S. E. Churchill, P. Schmid, K. J. Carlson, P. H. G. M. Dirks, J. M. Kibii. 2010. Australopithecus sediba: a new species of Homo-like australopith from South Africa. Science 328:195-204"
Australopithecus deyiremeda,384432,384432,Australopithecus deyiremeda,,384432,species,40900,2015,68514,extinct,1,Hominidae,Australopithecus,"Y. Haile-Selassie, L. Gilbert, and SM Melillo, TM Ryan, M. Alene, A. Deino, NE Levin, G. Scott BZ Saylor. 2015. New species from Ethiopia further expands Middle Pliocene hominin diversity. Nature 521:483-488"
Australopithecus garhi,384431,384431,Australopithecus garhi,,384431,species,40900,1999,68513,extinct,1,Hominidae,Australopithecus,"B. Asfaw, T. White, and O. Lovejoy, B. Latimer, S. Simpson, G. Suwa. 1999. Australopithecus garhi: a new species of early hominid from Ethiopia Science. Science 284(5414):629-635"
Australopithecus africanus,83066,83066,Australopithecus africanus,,83066,species,40900,2003,18101,extinct,7,Hominidae,Australopithecus,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Australopithecus afarensis,83055,83055,Australopithecus afarensis,,83055,species,40900,1978,77295,extinct,39,Hominidae,Australopithecus,"D. C. Johanson, T. D. White, and Y. Coppens. 1978. A new species of the genus Australopithecus (Primates, Homindae) from the Pliocene of Eastern Africa. Kirtlandia 28:1-14"
Australopithecus afarensis,101706,101706,Homo antiquus,subjective synonym of,83055,species,40900,1994,5354,extinct,39,Hominidae,Australopithecus,"T. D. White, G. Suwa, and B. Asfaw. 1994. Australopithecus ramidus, a new species of early hominid from Aramis, Ethiopia. Nature 371:306-312"
Australopithecus afarensis,386081,386081,Praeanthropus afarensis,subjective synonym of,83055,species,40900,2010,68742,extinct,39,Hominidae,Australopithecus,"L.M. MacLatchy, J. Desilva, and WJ Sanders, B. Wood. 2010. Hominini. Cenozoic Mammals of Africa"
Australopithecus afarensis,83054,83054,Praeanthropus africanus,subjective synonym of,83055,species,40900,2003,18101,extinct,39,Hominidae,Australopithecus,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Australopithecus anamensis,384433,384433,Australopithecus anamensis,,384433,species,40900,1999,68515,extinct,1,Hominidae,Australopithecus,"C. Ward, M. Leaky, and A. Walker. 1999. The new hominid species Australopithecus anamensis. Evolutionary Anthropology 7(6):197-205"
Sahelanthropus tchadensis,77368,77368,Sahelanthropus tchadensis,,77368,species,77367,2002,17173,extinct,1,Hominidae,Sahelanthropus,"M. Brunet, F. Guy, and D. Pilbeam, H. T. Mackaye, A. Likius, D. Ahounta, A. Beauvilain, C. Blondel, H. Bocherens, J.-R. Boisserie, L. De Bonis, Y. Coppens, J. Dejax, C. Denys, P. Duringer, V. Eisenmann, G. Fanone, P. Fronty, D. Geraads, T. Lehmann, F. Lihoreau, A. Louchart. 2002. A new hominid from the Upper Miocene of Chad, Central Africa. Nature 418:145-151"
Ardipithecus kadabba,430484,430484,Ardipithecus kadabba,,430484,species,83059,2009,74780,extinct,1,Hominidae,Ardipithecus,J. R. Grehan and J. H. Schwartz. 2009. Evolution of the second orangutan: phylogeny and biogeography of hominid\r\norigins. Journal of Biogeography 36:1823-1844
Ardipithecus ramidus,83091,83060,Ardipithecus ramidus,,83091,species,83059,1994,5354,extinct,2,Hominidae,Ardipithecus,"T. D. White, G. Suwa, and B. Asfaw. 1994. Australopithecus ramidus, a new species of early hominid from Aramis, Ethiopia. Nature 371:306-312"
Pan troglodytes,157890,157891,Pan troglodytes,,157890,species,97177,1985,31218,extant,0,Hominidae,Pan,"International Commission on Zoological Nomenclature. 1985. The generic names Pan and Panthera (Mammalia, Carnivora): available as from Oken, 1816. Bulletin of Zoological Nomenclature 42(4):365-370"
Pan troglodytes troglodytes,236878,236878,Troglodytes vellerosus,subjective synonym of,236873,subspecies,157890,1996,41858,extant,0,Hominidae,Pan,"C. Jones, C. A. Jones, and J. K. Jones, Jr, D. E. Wilson. 1996. Pan troglodytes. Mammalian Species 529:1-9"
Pan troglodytes troglodytes,157894,157894,Troglodytes niger,subjective synonym of,236873,subspecies,157890,1985,31218,extant,0,Hominidae,Pan,"International Commission on Zoological Nomenclature. 1985. The generic names Pan and Panthera (Mammalia, Carnivora): available as from Oken, 1816. Bulletin of Zoological Nomenclature 42(4):365-370"
Pan troglodytes troglodytes,236879,236879,Anthropopithecus ellioti,subjective synonym of,236873,subspecies,157890,1996,41858,extant,0,Hominidae,Pan,"C. Jones, C. A. Jones, and J. K. Jones, Jr, D. E. Wilson. 1996. Pan troglodytes. Mammalian Species 529:1-9"
Pan troglodytes,104117,236868,Pan satyrus,replaced by,157890,species,97177,1758,12782,extant,0,Hominidae,Pan,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Pan troglodytes,236871,236871,Pan africanus,subjective synonym of,157890,species,97177,1996,41858,extant,0,Hominidae,Pan,"C. Jones, C. A. Jones, and J. K. Jones, Jr, D. E. Wilson. 1996. Pan troglodytes. Mammalian Species 529:1-9"
Pan troglodytes schweinfurthii,236857,236857,Simia (Anthropopithecus) cottoni,subjective synonym of,236876,subspecies,157890,1917,41856,extant,0,Hominidae,Pan,E. Lönnberg. 1917. Mammals collected in Central Africa by Captain E. Arrhenius. Kungliga Svenska Vetenskapsakademiens Handlingar 58(2):1-110
Pan paniscus,236869,236870,Pan paniscus,,236869,species,97177,1996,41858,extant,0,Hominidae,Pan,"C. Jones, C. A. Jones, and J. K. Jones, Jr, D. E. Wilson. 1996. Pan troglodytes. Mammalian Species 529:1-9"
Homo rhodesiensis,91597,91597,Homo rhodesiensis,,91597,species,40901,1921,75623,extinct,0,Hominidae,Homo,"A.S. Woodward. 1921. A new cave man from Rhodesia, south Africa. Nature 108:371-372"
Homo rudolfensis,83081,83081,Homo rudolfensis,,83081,species,40901,2003,18101,extinct,1,Hominidae,Homo,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Kenyanthropus platyops,83080,83080,Kenyanthropus platyops,,83080,species,40901,2003,18101,extinct,0,Hominidae,Homo,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Homo heidelbergensis,83086,83086,Homo heidelbergensis,,83086,species,40901,2003,18101,extinct,1,Hominidae,Homo,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Homo georgicus,108454,108454,Homo georgicus,,108454,species,40901,2002,25343,extinct,1,Hominidae,Homo,"L. Gabounia, M.-A. de Lumley, and A. Vekua, D. Lordkipanidze, H. de Lumley. 2002. Découverte d'un nouvel hominidé à Dmanissi (Transcaucasie, Géorgie). Comptes Rendus Palevol 1(4):243-253"
Homo neanderthalensis,83087,83087,Homo neanderthalensis,,83087,species,40901,2003,18101,extinct,4,Hominidae,Homo,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Homo floresiensis,91487,91487,Homo floresiensis,,91487,species,40901,2004,19515,extinct,8,Hominidae,Homo,"P. Brown, T. Sutlkna, and M. J. Morwood, R. P. Soejono, Jatmiko, E. Wayhu Saptomo, R. A. Due. 2004. A new small-bodied hominin from the Late Pleistocene of Flores, Indonesia. Nature 431:1055-1061"
Homo erectus,83084,376854,Homo erectus,,83084,species,40901,2003,18101,extinct,42,Hominidae,Homo,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Homo erectus,83083,83083,Homo ergaster,subjective synonym of,83084,species,40901,2003,18101,extinct,42,Hominidae,Homo,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Homo habilis,83082,83082,Homo habilis,,83082,species,40901,2003,18101,extinct,18,Hominidae,Homo,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Homo njarasensis,91599,91599,Homo njarasensis,,91599,species,40901,2003,19544,extinct,0,Hominidae,Homo,"T. D. White, B. Asfaw, and D. DeGusta, H. Gilbert, G. D. Richards, G. Suwa, F. C. Howell. 2003. Pleistocene Homo sapiens from Middle Awash, Ethiopia. Nature 423:742-747"
Homo sapiens,83088,83088,Homo sapiens,,83088,species,40901,1758,12782,extant,95,Hominidae,Homo,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Homo naledi,384458,384458,Homo naledi,,384458,species,40901,2015,68534,extinct,0,Hominidae,Homo,"L.R. Berger, J. Hawks, and DJ de Ruiter, SE Churchill, P. Schmid, LK Delezene, TL Kivell, HM Garvin, SA Williams, JM DeSilva, MM Skinner . 2015. Homo naledi, a new species of the genus Homo from the Dinaledi Chamber, South Africa. Elife 4:e09560"
Homo antecessor,83085,83085,Homo antecessor,,83085,species,40901,2003,18101,extinct,1,Hominidae,Homo,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Homo helmei,91598,91598,Homo helmei,,91598,species,40901,2003,19544,extinct,0,Hominidae,Homo,"T. D. White, B. Asfaw, and D. DeGusta, H. Gilbert, G. D. Richards, G. Suwa, F. C. Howell. 2003. Pleistocene Homo sapiens from Middle Awash, Ethiopia. Nature 423:742-747"
Graecopithecus freybergi,133692,133692,Graecopithecus freybergi,,133692,species,97180,1997,28181,extinct,1,Hominidae,Graecopithecus,D. W. Cameron. 1997. The taxonomic status of Graecopithecus. Primates 38(3):293-302
Ouranopithecus macedoniensis,133685,133685,Ouranopithecus macedoniensis,,133685,species,97180,1997,28181,extinct,1,Hominidae,Graecopithecus,D. W. Cameron. 1997. The taxonomic status of Graecopithecus. Primates 38(3):293-302
Ouranopithecus turkae,430489,430489,Ouranopithecus turkae,,430489,species,97180,2009,74780,extinct,1,Hominidae,Graecopithecus,J. R. Grehan and J. H. Schwartz. 2009. Evolution of the second orangutan: phylogeny and biogeography of hominid\r\norigins. Journal of Biogeography 36:1823-1844
Dryopithecus mogharensis,120903,120903,Dryopithecus mogharensis,,120903,species,40893,1918,26934,extinct,1,Hominidae,Dryopithecus,R. Fourtau. 1918. Contribution à l'étude des vertébrés miocènes de l'Égypte
Dryopithecus chinjiensis,360561,360561,Dryopithecus chinjiensis,,360561,species,40893,1915,63408,extinct,0,Hominidae,Dryopithecus,G. E. Pilgrim. 1915. New Siwalik primates and their bearing on the question of the evolution of man and the anthropoidea. Records of the Geological Survey of India 45:1-74
Dryopithecus fontani,133702,133702,Dryopithecus fontani,,133702,species,40893,1977,28183,extinct,0,Hominidae,Dryopithecus,"D. Pilbeam, G. E. Meyer, and C. Badgley, M. D. Rose, M. H. L. Pickford, A. K. Behrensmeyer, S. M. Ibrahim Shah. 1977. New hominoid primates from the Siwaliks of Pakistan and their bearing on hominoid evolution. Nature 270:689-695"
Udabnopithecus garedziensis,108767,108767,Udabnopithecus garedziensis,,108767,species,108484,2001,25370,extinct,1,Hominidae,Udabnopithecus,"L. Gabunia, E. Gabashvili, and A. Vekua, D. Lordikpanidze. 2001. The late Miocene hominoid from Georgia. Phylogeny of the Neogene Hominoid Primates of Eurasia (eds. G. D. Koufos, L. de Bonis, and P. Andrews)"
Otavipithecus namibiensis,385224,385224,Otavipithecus namibiensis,,385224,species,133714,1992,68719,extinct,1,Hominidae,Otavipithecus,"G.C. Conroy, M. Pickfordi, and B. Senut, J. van Couvering, P. Mein. 1992. Otavipithecus namibiensis, first Miocene hominoid from southern Africa. Nature 356:144-148"
Limnopithecus legetet,385228,385228,Limnopithecus legetet,,385228,species,40886,1933,68721,extinct,6,Hominidae,Limnopithecus,A.T. Hopwood. 1933. Miocene Primates from Kenya. Annals and Magazine of Natural History 11:96-98
Limnopithecus evansi,385225,385225,Limnopithecus evansi,,385225,species,40886,1943,68720,extinct,1,Hominidae,Limnopithecus,D.G. MacInnes. 1943. Notes on the east African Miocene primates. Journal of the East Africa and Uganda Natural History Society 17(3-4):141-181
Kenyapithecus wickeri,133716,133716,Kenyapithecus wickeri,,133716,species,100574,1992,28186,extinct,1,Hominidae,Kenyapithecus,P. Andrews. 1992. Evolution and environment in the Hominoidea. Nature 360:641-646
Griphopithecus alpani,133718,133719,Griphopithecus alpani,,133718,species,133717,1992,28186,extinct,0,Hominidae,Griphopithecus,P. Andrews. 1992. Evolution and environment in the Hominoidea. Nature 360:641-646
Praeanthropus anamensis,83057,83057,Praeanthropus anamensis,,83057,species,83051,2003,18101,extinct,0,Hominidae,Praeanthropus,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Praeanthropus bahrelghazali,83056,83056,Praeanthropus bahrelghazali,,83056,species,83051,2003,18101,extinct,0,Hominidae,Praeanthropus,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Praeanthropus tugenensis,83053,83089,Praeanthropus tugenensis,,83053,species,83051,2003,18101,extinct,0,Hominidae,Praeanthropus,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Praeanthropus garhi,83058,83058,Praeanthropus garhi,,83058,species,83051,2003,18101,extinct,0,Hominidae,Praeanthropus,C. J. Cela-Conde and F. J. Ayala. 2003. Genera of the human lineage. Proceedings of the National Academy of Sciences 100(13):7684-7689
Pierolapithecus catalaunicus,157889,157889,Pierolapithecus catalaunicus,,157889,species,157888,2004,31215,extinct,1,Hominidae,Pierolapithecus,"S. Moyà-Solà, M. Köhler, and D. M. Alba, I. Casanovas-Vilar, J. Galindo. 2004. Pierolapithecus catalaunicus, a new Middle Miocene great ape from Spain. Science 306:1339-1344"
Danuvius guggenmosi,399111,399111,Danuvius guggenmosi,,399111,species,399110,2019,70899,extinct,1,Hominidae,Danuvius,"M. Bohme, N. Spassov, and J. Fuss, A. Troscher, A. S. Deane, J. Prieto, T. Lechner, D. R. Begun. 2019. A new Miocene ape and locomotion in the ancestor of great apes and humans. Nature"
