county,county_name,district,district_name,k12_enrollment,reduced,free,total_reduced_free,percent_reduced_free,year
10,Buchanan,3105,Independence,"1,438",,,538,37.4,2011.0
91,Warren,3114,Indianola,"3,505",,,"1,046",29.8,2011.0
61,Madison,3119,Interstate 35,890,,,295,33.2,2011.0
52,Johnson,3141,Iowa City,"12,405",,,"3,679",29.7,2011.0
42,Hardin,3150,Iowa Falls,"1,142",,,475,41.6,2011.0
48,Iowa,3154,Iowa Valley,616,,,238,38.6,2011.0
24,Crawford,3168,IKM-Manning,739,,,245,33.2,2011.0
9,Bremer,3186,Janesville Consolidated,329,,,57,17.3,2011.0
37,Greene,3195,Jefferson-Scranton,"1,138",,,549,48.2,2011.0
10,Buchanan,3204,Jesup,924,,,235,25.4,2011.0
77,Polk,3231,Johnston,"6,409",,,926,14.5,2011.0
56,Lee,3312,Keokuk,"1,945",,,"1,205",62.0,2011.0
54,Keokuk,3330,Keota,341,,,97,28.5,2011.0
75,Plymouth,3348,Kingsley-Pierson,461,,,126,27.3,2011.0
63,Marion,3375,Knoxville,"1,918",,,799,41.7,2011.0
95,Winnebago,3420,Lake Mills,734,,,228,31.1,2011.0
27,Decatur,3465,Lamoni,428,,,266,62.2,2011.0
76,Pocahontas,3537,Laurens-Marathon,315,,,148,47.0,2011.0
97,Woodbury,3555,Lawton-Bronson,644,,,143,22.2,2011.0
75,Plymouth,3600,Le Mars,"2,066",,,618,29.9,2011.0
87,Taylor,3609,Lenox,478,,,264,55.2,2011.0
78,Pottawattamie,3645,Lewis Central,"3,172",,,"1,311",41.3,2011.0
16,Cedar,3691,North Cedar,819,,,256,31.3,2011.0
57,Linn,3715,Linn-Mar,"6,772",,,"1,199",17.7,2011.0
57,Linn,3744,Lisbon,647,,,103,15.9,2011.0
43,Harrison,3798,Logan-Magnolia,673,,,178,26.5,2011.0
52,Johnson,3816,Lone Tree,537,,,152,28.3,2011.0
58,Louisa,3841,Louisa-Muscatine,879,,,356,40.5,2011.0
55,Kossuth,3897,LuVerne,97,,,59,60.8,2011.0
50,Jasper,3906,Lynnville-Sully,494,,,94,19.0,2011.0
8,Boone,3942,Madrid,674,,,175,26.0,2011.0
65,Mills,3978,East Mills,553,,,251,45.4,2011.0
13,Calhoun,4023,Manson Northwest Webster,774,,,237,30.6,2011.0
67,Monona,4033,Maple Valley,453,,,240,53.0,2011.0
49,Jackson,4041,Maquoketa,"1,579",,,745,47.2,2011.0
28,Delaware,4043,Maquoketa Valley,726,,,290,39.9,2011.0
18,Cherokee,4068,Marcus-Meriden-Cleghorn,424,,,147,34.7,2011.0
57,Linn,4086,Marion Independent,"2,100",,,602,28.7,2011.0
64,Marshall,4104,Marshalltown,"5,107",,,"3,369",66.0,2011.0
91,Warren,4122,Martensdale-St Marys,545,,,128,23.5,2011.0
17,Cerro Gordo,4131,Mason City,"4,101",,,"2,042",49.8,2011.0
84,Sioux,4149,MOC-Floyd Valley,"1,421",,,363,25.6,2011.0
29,Des Moines,4203,Mediapolis,870,,,278,32.0,2011.0
63,Marion,4212,Melcher-Dallas,350,,,138,39.4,2011.0
53,Jones,4269,Midland,460,,,203,44.1,2011.0
92,Washington,4271,Mid-Prairie,"1,303",,,358,27.5,2011.0
43,Harrison,4356,Missouri Valley,870,,,327,37.6,2011.0
22,Clayton,4419,MFL MarMac,855,,,380,44.4,2011.0
79,Poweshiek,4437,Montezuma,549,,,203,37.0,2011.0
53,Jones,4446,Monticello,"1,122",,,360,32.1,2011.0
4,Appanoose,4491,Moravia,389,,,184,47.3,2011.0
93,Wayne,4505,Mormon Trail,247,,,139,56.3,2011.0
58,Louisa,4509,Morning Sun,146,,,58,39.7,2011.0
4,Appanoose,4518,Moulton-Udell,223,,,102,45.7,2011.0
80,Ringgold,4527,Mount Ayr,653,,,288,44.1,2011.0
44,Henry,4536,Mount Pleasant,"2,086",,,893,42.8,2011.0
57,Linn,4554,Mount Vernon,"1,309",,,206,15.7,2011.0
20,Clarke,4572,Murray,343,,,188,54.8,2011.0
70,Muscatine,4581,Muscatine,"5,470",,,"2,701",49.4,2011.0
19,Chickasaw,4599,Nashua-Plainfield,649,,,205,31.6,2011.0
85,Story,4617,Nevada,"1,577",,,554,35.1,2011.0
11,Buena Vista,4644,Newell-Fonda,506,,,238,47.0,2011.0
19,Chickasaw,4662,New Hampton,"1,121",,,323,28.8,2011.0
44,Henry,4689,New London,514,,,212,41.3,2011.0
50,Jasper,4725,Newton,"3,065",,,"1,417",46.2,2011.0
98,Worth,4772,Central Springs,828,,,284,34.3,2011.0
23,Clinton,4773,Northeast,815,,,245,30.1,2011.0
33,Fayette,4774,North Fayette,853,,,312,36.6,2011.0
40,Hamilton,4775,Northeast Hamilton,239,,,102,42.7,2011.0
62,Mahaska,4776,North Mahaska,567,,,190,33.5,2011.0
57,Linn,4777,North Linn,718,,,163,22.7,2011.0
55,Kossuth,4778,North Kossuth,245,,,100,40.8,2011.0
77,Polk,4779,North Polk,"1,378",,,186,13.5,2011.0
82,Scott,4784,North Scott,"3,153",,,747,23.7,2011.0
86,Tama,4785,North Tama County,526,,,147,28.0,2011.0
96,Winneshiek,4787,North Winneshiek,164,,,63,38.4,2011.0
98,Worth,4788,Northwood-Kensett,488,,,151,30.9,2011.0
91,Warren,4797,Norwalk,"2,596",,,438,16.9,2011.0
81,Sac,4860,Odebolt-Arthur,353,,,150,42.5,2011.0
33,Fayette,4869,Oelwein,"1,450",,,707,48.8,2011.0
8,Boone,4878,Ogden,723,,,187,25.9,2011.0
30,Dickinson,4890,Okoboji,984,,,335,34.0,2011.0
53,Jones,4905,Olin Consolidated,175,,,89,50.9,2011.0
1,Adair,4978,Orient-Macksburg,183,,,91,49.7,2011.0
66,Mitchell,4995,Osage,945,,,284,30.1,2011.0
62,Mahaska,5013,Oskaloosa,"2,483",,,835,33.6,2011.0
90,Wapello,5049,Ottumwa,"4,751",,,"2,504",52.7,2011.0
39,Guthrie,5121,Panorama,763,,,269,35.3,2011.0
37,Greene,5139,Paton-Churdan,195,,,99,50.8,2011.0
50,Jasper,5160,PCM,"1,082",,,245,22.6,2011.0
54,Keokuk,5163,Pekin,709,,,237,33.4,2011.0
63,Marion,5166,Pella,"2,335",,,402,17.2,2011.0
25,Dallas,5184,Perry,"1,874",,,"1,164",62.1,2011.0
82,Scott,5250,Pleasant Valley,"4,072",,,398,9.8,2011.0
63,Marion,5256,Pleasantville,687,,,242,35.2,2011.0
76,Pocahontas,5283,Pocahontas Area,494,,,220,44.5,2011.0
13,Calhoun,5301,Pomeroy-Palmer,227,,,94,41.4,2011.0
3,Allamakee,5310,Postville,561,,,397,70.8,2011.0
94,Webster,5325,Prairie Valley,677,,,281,41.5,2011.0
2,Adams,5328,Prescott,40,,,26,65.0,2011.0
49,Jackson,5337,Preston,442,,,95,21.5,2011.0
69,Montgomery,5463,Red Oak,"1,255",,,691,55.1,2011.0
75,Plymouth,5486,Remsen-Union,383,,,96,25.1,2011.0
45,Howard,5508,Riceville,287,,,85,29.6,2011.0
78,Pottawattamie,5510,Riverside,629,,,264,42.0,2011.0
84,Sioux,5607,Rock Valley,824,,,324,39.3,2011.0
13,Calhoun,5625,Rockwell City-Lytton,487,,,194,39.8,2011.0
85,Story,5643,Roland-Story,"1,038",,,193,18.6,2011.0
34,Floyd,5697,Rudd-Rockford-Marble Rk,495,,,157,31.7,2011.0
74,Palo Alto,5724,Ruthven-Ayrshire,250,,,95,38.0,2011.0
66,Mitchell,5751,St Ansgar,665,,,214,32.2,2011.0
77,Polk,5805,Saydel,"1,372",,,732,53.4,2011.0
81,Sac,5823,Schaller-Crestland,355,,,161,45.4,2011.0
24,Crawford,5832,Schleswig,203,,,100,49.3,2011.0
55,Kossuth,5868,Sentral,188,,,103,54.8,2011.0
97,Woodbury,5877,Sergeant Bluff-Luton,"1,619",,,447,27.6,2011.0
93,Wayne,5895,Seymour,241,,,139,57.7,2011.0
35,Franklin,5922,West Fork CSD,730,,,248,34.0,2011.0
71,O'Brien,5949,Sheldon,"1,039",,,360,34.7,2011.0
73,Page,5976,Shenandoah,"1,006",,,477,47.4,2011.0
72,Osceola,5994,Sibley-Ocheyedan,793,,,269,33.9,2011.0
36,Fremont,6003,Sidney,391,,,196,50.1,2011.0
54,Keokuk,6012,Sigourney,588,,,199,33.8,2011.0
84,Sioux,6030,Sioux Center,"1,056",,,373,35.3,2011.0
11,Buena Vista,6035,Sioux Central,681,,,262,38.5,2011.0
97,Woodbury,6039,Sioux City,"14,126",,,"7,807",55.3,2011.0
13,Calhoun,6091,Southern Cal,525,,,207,39.4,2011.0
52,Johnson,6093,Solon,"1,378",,,96,7.0,2011.0
91,Warren,6094,Southeast Warren,529,,,169,32.0,2011.0
40,Hamilton,6095,South Hamilton,714,,,224,31.4,2011.0
94,Webster,6096,Southeast Webster Grand,559,,,240,42.9,2011.0
73,Page,6097,South Page,179,,,108,60.3,2011.0
86,Tama,6098,South Tama County,"1,439",,,697,48.4,2011.0
71,O'Brien,6099,South O'Brien,637,,,210,33.0,2011.0
96,Winneshiek,6100,South Winneshiek,634,,,199,31.4,2011.0
77,Polk,6101,Southeast Polk,"6,544",,,"1,683",25.7,2011.0
21,Clay,6102,Spencer,"2,096",,,839,40.0,2011.0
30,Dickinson,6120,Spirit Lake,"1,291",,,268,20.8,2011.0
57,Linn,6138,Springville,387,,,85,22.0,2011.0
69,Montgomery,6165,Stanton,258,,,46,17.8,2011.0
33,Fayette,6175,Starmont,644,,,297,46.1,2011.0
11,Buena Vista,6219,Storm Lake,"2,345",,,"1,709",72.9,2011.0
40,Hamilton,6246,Stratford,81,,,31,38.3,2011.0
39,Guthrie,6264,West Central Valley,892,,,416,46.6,2011.0
9,Bremer,6273,Sumner,551,,,131,23.8,2011.0
16,Cedar,6408,Tipton,948,,,251,26.5,2011.0
55,Kossuth,6417,Titonka Consolidated,49,,,29,59.2,2011.0
78,Pottawattamie,6453,Treynor,758,,,81,10.7,2011.0
78,Pottawattamie,6460,Tri-Center,751,,,185,24.6,2011.0
54,Keokuk,6462,Tri-County,275,,,126,45.8,2011.0
9,Bremer,6471,Tripoli,478,,,132,27.6,2011.0
96,Winneshiek,6509,Turkey Valley,424,,,86,20.3,2011.0
63,Marion,6512,Twin Cedars,435,,,163,37.5,2011.0
46,Humboldt,6516,Twin Rivers,61,,,36,59.0,2011.0
78,Pottawattamie,6534,Underwood,791,,,123,15.6,2011.0
7,Black Hawk,6536,Union,"1,231",,,333,27.1,2011.0
8,Boone,6561,United,238,,,68,28.6,2011.0
77,Polk,6579,Urbandale,"3,981",,,921,23.1,2011.0
33,Fayette,6591,Valley,468,,,169,36.1,2011.0
89,Van Buren,6592,Van Buren,648,,,267,41.2,2011.0
25,Dallas,6615,Van Meter,621,,,93,15.0,2011.0
17,Cerro Gordo,6633,Ventura,283,,,102,36.0,2011.0
69,Montgomery,6651,Villisca,356,,,204,57.3,2011.0
6,Benton,6660,Vinton-Shellsburg,"1,657",,,593,35.8,2011.0
44,Henry,6700,Waco,522,,,195,37.4,2011.0
81,Sac,6741,East Sac County,977,,,392,40.1,2011.0
78,Pottawattamie,6750,Walnut,155,,,87,56.1,2011.0
58,Louisa,6759,Wapello,714,,,366,51.3,2011.0
9,Bremer,6762,Wapsie Valley,774,,,111,14.3,2011.0
92,Washington,6768,Washington,"1,753",,,778,44.4,2011.0
7,Black Hawk,6795,Waterloo,"10,720",,,"7,035",65.6,2011.0
25,Dallas,6822,Waukee,"6,940",,,867,12.5,2011.0
9,Bremer,6840,Waverly-Shell Rock,"2,144",,,455,21.2,2011.0
93,Wayne,6854,Wayne,563,,,294,52.2,2011.0
40,Hamilton,6867,Webster City,"1,754",,,828,47.2,2011.0
74,Palo Alto,6921,West Bend-Mallard,366,,,105,28.7,2011.0
16,Cedar,6930,West Branch,834,,,177,21.2,2011.0
29,Des Moines,6937,West Burlington Ind,840,,,372,44.3,2011.0
33,Fayette,6943,West Central,266,,,116,43.6,2011.0
28,Delaware,6950,West Delaware County,"1,535",,,545,35.5,2011.0
77,Polk,6957,West Des Moines,"9,302",,,"2,313",24.9,2011.0
31,Dubuque,6961,Western Dubuque,"3,280",,,906,27.6,2011.0
43,Harrison,6969,West Harrison,420,,,148,35.2,2011.0
70,Muscatine,6975,West Liberty,"1,245",,,712,57.2,2011.0
60,Lyon,6983,West Lyon,857,,,188,21.9,2011.0
64,Marshall,6985,West Marshall,926,,,258,27.9,2011.0
67,Monona,6987,West Monona,686,,,323,47.1,2011.0
84,Sioux,6990,West Sioux,691,,,376,54.4,2011.0
97,Woodbury,6992,Westwood,591,,,220,37.2,2011.0
67,Monona,7002,Whiting,245,,,118,48.2,2011.0
48,Iowa,7029,Williamsburg,"1,209",,,314,26.0,2011.0
70,Muscatine,7038,Wilton,852,,,259,30.4,2011.0
44,Henry,7047,Winfield-Mt Union,442,,,198,44.8,2011.0
61,Madison,7056,Winterset,"1,871",,,593,31.7,2011.0
41,Hancock,7083,Woden-Crystal Lake,32,,,17,53.1,2011.0
43,Harrison,7092,Woodbine,490,,,149,30.4,2011.0
97,Woodbury,7098,Woodbury Central,635,,,115,18.1,2011.0
25,Dallas,7110,Woodward-Granger ,"1,089",,,388,35.6,2011.0
42,Hardin,9,AGWSR,591,,,192,32.5,2010.0
39,Guthrie,18,Adair-Casey,346,,,127,36.7,2010.0
25,Dallas,27,Adel DeSoto Minburn,"1,496",,,328,21.9,2010.0
75,Plymouth,63,Akron Westfield,599,,,193,32.2,2010.0
11,Buena Vista,72,Albert City-Truesdale,96,,,38,39.6,2010.0
68,Monroe,81,Albia,"1,225",,,482,39.4,2010.0
57,Linn,99,Alburnett,622,,,83,13.3,2010.0
42,Hardin,108,Alden,259,,,96,37.1,2010.0
55,Kossuth,126,Algona,"1,381",,,449,32.5,2010.0
3,Allamakee,135,Allamakee,"1,280",,,587,45.9,2010.0
12,Butler,153,Allison-Bristow,352,,,114,32.4,2010.0
11,Buena Vista,171,Alta,549,,,250,45.5,2010.0
85,Story,225,Ames,"4,542",,,"1,058",23.3,2010.0
53,Jones,234,Anamosa,"1,368",,,411,30.0,2010.0
49,Jackson,243,Andrew,238,,,92,38.7,2010.0
15,Cass,252,Anita,256,,,110,43.0,2010.0
77,Polk,261,Ankeny,"8,656",,,965,11.2,2010.0
97,Woodbury,270,Anthon-Oto,254,,,139,54.7,2010.0
12,Butler,279,Aplington-Parkersburg,888,,,264,29.7,2010.0
32,Emmet,333,Armstrong-Ringsted,329,,,118,35.9,2010.0
24,Crawford,355,Ar-We-Va,272,,,69,25.4,2010.0
15,Cass,387,Atlantic,"1,590",,,640,40.3,2010.0
5,Audubon,414,Audubon,614,,,194,31.6,2010.0
18,Cherokee,423,Aurelia,254,,,61,24.0,2010.0
78,Pottawattamie,441,A-H-S-T,577,,,227,39.3,2010.0
85,Story,472,Ballard,"1,740",,,344,19.8,2010.0
47,Ida,504,Battle Creek-Ida Grove,744,,,252,33.9,2010.0
50,Jasper,513,Baxter,459,,,123,26.8,2010.0
38,Grundy,540,BCLUW,657,,,172,26.2,2010.0
87,Taylor,549,Bedford,555,,,277,49.9,2010.0
6,Benton,576,Belle Plaine,579,,,204,35.2,2010.0
49,Jackson,585,Bellevue,687,,,163,23.7,2010.0
99,Wright,594,Belmond-Klemme,730,,,354,48.5,2010.0
16,Cedar,603,Bennett,88,,,31,35.2,2010.0
6,Benton,609,Benton,"1,658",,,346,20.9,2010.0
82,Scott,621,Bettendorf,"4,658",,,"1,294",27.8,2010.0
90,Wapello,657,Eddyville-Blakesburg,767,,,376,49.0,2010.0
77,Polk,720,Bondurant-Farrar,"1,473",,,306,20.8,2010.0
8,Boone,729,Boone,"2,312",,,884,38.2,2010.0
84,Sioux,747,Boyden-Hull,628,,,221,35.2,2010.0
41,Hancock,819,West Hancock,698,,,293,42.0,2010.0
79,Poweshiek,846,Brooklyn-Guernsey-Malcom,580,,,191,32.9,2010.0
95,Winnebago,873,North Iowa,492,,,183,37.2,2010.0
29,Des Moines,882,Burlington,"4,236",,,"2,397",56.6,2010.0
15,Cass,914,C and M,202,,,109,54.0,2010.0
35,Franklin,916,CAL,289,,,124,42.9,2010.0
23,Clinton,918,Calamus-Wheatland,569,,,199,35.0,2010.0
23,Clinton,936,Camanche,"1,138",,,388,34.1,2010.0
90,Wapello,977,Cardinal,633,,,360,56.9,2010.0
91,Warren,981,Carlisle,"1,951",,,443,22.7,2010.0
14,Carroll,999,Carroll,"1,958",,,596,30.4,2010.0
7,Black Hawk,1044,Cedar Falls,"4,835",,,994,20.6,2010.0
57,Linn,1053,Cedar Rapids,"16,971",,,"7,491",44.1,2010.0
57,Linn,1062,Center Point-Urbana,"1,538",,,200,13.0,2010.0
4,Appanoose,1071,Centerville,"1,466",,,636,43.4,2010.0
56,Lee,1079,Central Lee,992,,,338,34.1,2010.0
22,Clayton,1080,Central,498,,,173,34.7,2010.0
23,Clinton,1082,Central Clinton,"1,629",,,437,26.8,2010.0
57,Linn,1089,Central City,478,,,131,27.4,2010.0
27,Decatur,1093,Central Decatur,753,,,466,61.9,2010.0
60,Lyon,1095,Central Lyon,669,,,210,31.4,2010.0
59,Lucas,1107,Chariton,"1,474",,,721,48.9,2010.0
34,Floyd,1116,Charles City,"1,586",,,703,44.3,2010.0
24,Crawford,1134,Charter Oak-Ute,334,,,156,46.7,2010.0
18,Cherokee,1152,Cherokee,"1,031",,,362,35.1,2010.0
73,Page,1197,Clarinda,"1,200",,,412,34.3,2010.0
99,Wright,1206,Clarion-Goldfield,917,,,360,39.3,2010.0
20,Clarke,1211,Clarke,"1,456",,,603,41.4,2010.0
12,Butler,1215,Clarksville,348,,,114,32.8,2010.0
21,Clay,1218,Clay Central-Everly,353,,,159,45.0,2010.0
52,Johnson,1221,Clear Creek Amana,"1,755",,,336,19.2,2010.0
87,Taylor,1224,Clearfield,28,,,22,78.6,2010.0
17,Cerro Gordo,1233,Clear Lake,"1,443",,,425,29.5,2010.0
23,Clinton,1278,Clinton,"4,126",,,"2,144",52.0,2010.0
50,Jasper,1332,Colfax-Mingo,792,,,315,39.8,2010.0
57,Linn,1337,College,"4,927",,,"1,319",26.8,2010.0
85,Story,1350,Collins-Maxwell,504,,,127,25.2,2010.0
85,Story,1359,Colo-Nesco,454,,,131,28.9,2010.0
58,Louisa,1368,Columbus,939,,,663,70.6,2010.0
14,Carroll,1413,Coon Rapids-Bayard,437,,,245,56.1,2010.0
2,Adams,1431,Corning,512,,,238,46.5,2010.0
41,Hancock,1449,Corwith-Wesley,89,,,41,46.1,2010.0
78,Pottawattamie,1476,Council Bluffs,"9,210",,,"5,419",58.8,2010.0
88,Union,1503,Creston,"1,541",,,695,45.1,2010.0
25,Dallas,1576,Dallas Center-Grimes,"2,289",,,328,14.3,2010.0
29,Des Moines,1602,Danville,651,,,195,30.0,2010.0
82,Scott,1611,Davenport,"16,737",,,"9,154",54.7,2010.0
26,Davis,1619,Davis County,"1,250",,,530,42.4,2010.0
96,Winneshiek,1638,Decorah Community,"1,805",,,449,24.9,2010.0
23,Clinton,1675,Delwood,150,,,61,40.7,2010.0
24,Crawford,1701,Denison,"2,130",,,"1,369",64.3,2010.0
9,Bremer,1719,Denver,786,,,96,12.2,2010.0
77,Polk,1737,Des Moines Independent,"32,438",,,"21,267",65.6,2010.0
80,Ringgold,1782,Diagonal,114,,,56,49.1,2010.0
38,Grundy,1791,Dike-New Hartford,871,,,169,19.4,2010.0
99,Wright,1854,Dows,62,,,41,66.1,2010.0
31,Dubuque,1863,Dubuque,"11,163",,,"3,936",35.3,2010.0
7,Black Hawk,1908,Dunkerton,502,,,198,39.4,2010.0
43,Harrison,1917,Boyer Valley,456,,,170,37.3,2010.0
16,Cedar,1926,Durant,746,,,179,24.0,2010.0
99,Wright,1944,Eagle Grove,830,,,418,50.4,2010.0
61,Madison,1953,Earlham,637,,,117,18.4,2010.0
10,Buchanan,1963,East Buchanan,579,,,174,30.1,2010.0
49,Jackson,1965,East Central,358,,,116,32.4,2010.0
37,Greene,1967,East Greene,279,,,167,59.9,2010.0
64,Marshall,1968,East Marshall,925,,,356,38.5,2010.0
88,Union,1970,East Union,448,,,190,42.4,2010.0
3,Allamakee,1972,Eastern Allamakee,425,,,144,33.9,2010.0
97,Woodbury,1975,River Valley,473,,,231,48.8,2010.0
28,Delaware,1989,Edgewood-Colesburg,590,,,249,42.2,2010.0
42,Hardin,2007,Eldora-New Providence,597,,,274,45.9,2010.0
83,Shelby,2016,Elk Horn-Kimballton,254,,,98,38.6,2010.0
74,Palo Alto,2088,Emmetsburg,802,,,305,38.0,2010.0
48,Iowa,2097,English Valleys,550,,,172,31.3,2010.0
73,Page,2113,Essex,237,,,80,33.8,2010.0
32,Emmet,2124,Estherville Lincoln,"1,451",,,597,41.1,2010.0
5,Audubon,2151,Exira,199,,,73,36.7,2010.0
51,Jefferson,2169,Fairfield,"1,705",,,728,42.7,2010.0
36,Fremont,2205,Farragut,199,,,80,40.2,2010.0
95,Winnebago,2295,Forest City,"1,226",,,348,28.4,2010.0
94,Webster,2313,Fort Dodge,"3,859",,,"2,008",52.0,2010.0
56,Lee,2322,Fort Madison,"2,127",,,730,34.3,2010.0
19,Chickasaw,2349,Fredericksburg,333,,,96,28.8,2010.0
62,Mahaska,2367,Fremont,139,,,78,56.1,2010.0
36,Fremont,2369,Fremont-Mills,447,,,177,39.6,2010.0
47,Ida,2376,Galva-Holstein,469,,,135,28.8,2010.0
41,Hancock,2403,Garner-Hayfield,886,,,244,27.5,2010.0
60,Lyon,2457,George-Little Rock,491,,,163,33.2,2010.0
85,Story,2466,Gilbert,"1,259",,,100,7.9,2010.0
46,Humboldt,2493,Gilmore City-Bradgate,152,,,95,62.5,2010.0
38,Grundy,2502,Gladbrook-Reinbeck,574,,,134,23.3,2010.0
65,Mills,2511,Glenwood,"2,234",,,794,35.5,2010.0
14,Carroll,2520,Glidden-Ralston,379,,,110,29.0,2010.0
74,Palo Alto,2556,Graettinger-Terril,347,,,144,41.5,2010.0
12,Butler,2664,Greene,302,,,76,25.2,2010.0
1,Adair,2673,Nodaway Valley,717,,,279,38.9,2010.0
86,Tama,2682,GMG,499,,,155,31.1,2010.0
79,Poweshiek,2709,Grinnell-Newburg,"1,817",,,673,37.0,2010.0
15,Cass,2718,Griswold,606,,,228,37.6,2010.0
38,Grundy,2727,Grundy Center,642,,,185,28.8,2010.0
39,Guthrie,2754,Guthrie Center,578,,,214,37.0,2010.0
22,Clayton,2763,Clayton Ridge,640,,,232,36.3,2010.0
48,Iowa,2766,H-L-V,377,,,98,26.0,2010.0
36,Fremont,2772,Hamburg,277,,,142,51.3,2010.0
35,Franklin,2781,Hampton-Dumont,"1,232",,,633,51.4,2010.0
83,Shelby,2826,Harlan,"1,637",,,482,29.4,2010.0
89,Van Buren,2834,Harmony,353,,,208,58.9,2010.0
30,Dickinson,2846,Harris-Lake Park,358,,,112,31.3,2010.0
71,O'Brien,2862,Hartley-Melvin-Sanborn,669,,,244,36.5,2010.0
92,Washington,2977,Highland,757,,,193,25.5,2010.0
75,Plymouth,2988,Hinton,729,,,112,15.4,2010.0
45,Howard,3029,Howard-Winneshiek,"1,375",,,600,43.6,2010.0
42,Hardin,3033,Hubbard-Radcliffe,376,,,174,46.3,2010.0
7,Black Hawk,3042,Hudson,721,,,158,21.9,2010.0
46,Humboldt,3060,Humboldt,"1,272",,,442,34.8,2010.0
10,Buchanan,3105,Independence,"1,435",,,475,33.1,2010.0
91,Warren,3114,Indianola,"3,452",,,924,26.8,2010.0
61,Madison,3119,Interstate 35,905,,,292,32.3,2010.0
52,Johnson,3141,Iowa City,"11,925",,,"3,689",30.9,2010.0
42,Hardin,3150,Iowa Falls,"1,119",,,428,38.3,2010.0
48,Iowa,3154,Iowa Valley,637,,,203,31.9,2010.0
24,Crawford,3168,IKM,347,,,123,35.5,2010.0
9,Bremer,3186,Janesville Consolidated,342,,,68,19.9,2010.0
37,Greene,3195,Jefferson-Scranton,"1,132",,,531,46.9,2010.0
10,Buchanan,3204,Jesup,903,,,231,25.6,2010.0
77,Polk,3231,Johnston,"6,344",,,"1,016",16.0,2010.0
56,Lee,3312,Keokuk,"1,994",,,"1,196",60.0,2010.0
54,Keokuk,3330,Keota,340,,,90,26.5,2010.0
75,Plymouth,3348,Kingsley-Pierson,469,,,100,21.3,2010.0
63,Marion,3375,Knoxville,"1,947",,,773,39.7,2010.0
95,Winnebago,3420,Lake Mills,720,,,191,26.5,2010.0
27,Decatur,3465,Lamoni,414,,,229,55.3,2010.0
76,Pocahontas,3537,Laurens-Marathon,329,,,148,45.0,2010.0
97,Woodbury,3555,Lawton-Bronson,648,,,132,20.4,2010.0
75,Plymouth,3600,Le Mars,"2,082",,,576,27.7,2010.0
87,Taylor,3609,Lenox,453,,,243,53.6,2010.0
78,Pottawattamie,3645,Lewis Central,"3,178",,,"1,309",41.2,2010.0
16,Cedar,3691,North Cedar,832,,,255,30.7,2010.0
93,Wayne,3705,Lineville-Clio,22,,,12,54.6,2010.0
57,Linn,3715,Linn-Mar,"6,622",,,"1,069",16.1,2010.0
57,Linn,3744,Lisbon,652,,,118,18.1,2010.0
43,Harrison,3798,Logan-Magnolia,716,,,221,30.9,2010.0
52,Johnson,3816,Lone Tree,537,,,140,26.1,2010.0
58,Louisa,3841,Louisa-Muscatine,894,,,393,44.0,2010.0
55,Kossuth,3897,LuVerne,92,,,52,56.5,2010.0
50,Jasper,3906,Lynnville-Sully,515,,,98,19.0,2010.0
8,Boone,3942,Madrid,652,,,175,26.8,2010.0
65,Mills,3978,Malvern,314,,,114,36.3,2010.0
14,Carroll,4014,Manning,426,,,156,36.6,2010.0
13,Calhoun,4023,Manson Northwest Webster,748,,,190,25.4,2010.0
67,Monona,4033,Maple Valley,466,,,234,50.2,2010.0
49,Jackson,4041,Maquoketa,"1,592",,,801,50.3,2010.0
28,Delaware,4043,Maquoketa Valley,745,,,296,39.7,2010.0
18,Cherokee,4068,Marcus-Meriden-Cleghorn,444,,,132,29.7,2010.0
57,Linn,4086,Marion Independent,"2,105",,,604,28.7,2010.0
64,Marshall,4104,Marshalltown,"5,009",,,"3,241",64.7,2010.0
91,Warren,4122,Martensdale-St Marys,524,,,119,22.7,2010.0
17,Cerro Gordo,4131,Mason City,"4,162",,,"1,885",45.3,2010.0
84,Sioux,4149,MOC-Floyd Valley,"1,478",,,360,24.4,2010.0
29,Des Moines,4203,Mediapolis,844,,,252,29.9,2010.0
63,Marion,4212,Melcher-Dallas,344,,,136,39.5,2010.0
53,Jones,4269,Midland,464,,,206,44.4,2010.0
92,Washington,4271,Mid-Prairie,"1,280",,,334,26.1,2010.0
43,Harrison,4356,Missouri Valley,871,,,293,33.6,2010.0
22,Clayton,4419,MFL MarMac,842,,,375,44.5,2010.0
79,Poweshiek,4437,Montezuma,521,,,159,30.5,2010.0
53,Jones,4446,Monticello,"1,133",,,347,30.6,2010.0
4,Appanoose,4491,Moravia,395,,,210,53.2,2010.0
93,Wayne,4505,Mormon Trail,236,,,122,51.7,2010.0
58,Louisa,4509,Morning Sun,145,,,65,44.8,2010.0
4,Appanoose,4518,Moulton-Udell,219,,,89,40.6,2010.0
80,Ringgold,4527,Mount Ayr,649,,,287,44.2,2010.0
44,Henry,4536,Mount Pleasant,"2,152",,,953,44.3,2010.0
57,Linn,4554,Mount Vernon,"1,304",,,217,16.6,2010.0
20,Clarke,4572,Murray,334,,,190,56.9,2010.0
70,Muscatine,4581,Muscatine,"5,526",,,"2,470",44.7,2010.0
19,Chickasaw,4599,Nashua-Plainfield,685,,,267,39.0,2010.0
85,Story,4617,Nevada,"1,561",,,538,34.5,2010.0
11,Buena Vista,4644,Newell-Fonda,486,,,207,42.6,2010.0
