county,county_name,district,district_name,k12_enrollment,reduced,free,total_reduced_free,percent_reduced_free,year
77,Polk,3231,Johnston Comm School District,7215,,,1903,26.38,2022
56,Lee,3312,Keokuk Comm School District,1690,,,1023,60.53,2022
54,Keokuk,3330,Keota Comm School District,293,,,116,39.59,2022
75,Plymouth,3348,Kingsley-Pierson Comm School District,453,,,167,36.87,2022
63,Marion,3375,Knoxville Comm School District,1564,,,769,49.17,2022
95,Winnebago,3420,Lake Mills Comm School District,638,,,206,32.29,2022
27,Decatur,3465,Lamoni Comm School District,342,,,203,59.36,2022
76,Pocahontas,3537,Laurens-Marathon Comm School District,118,,,70,59.32,2022
97,Woodbury,3555,Lawton-Bronson Comm School District,683,,,162,23.72,2022
75,Plymouth,3600,Le Mars Comm School District,2191,,,830,37.88,2022
87,Taylor,3609,Lenox Comm School District,477,,,265,55.56,2022
78,Pottawattamie,3645,Lewis Central Comm School District,2946,,,1106,37.54,2022
16,Cedar,3691,North Cedar Comm School District,586,,,251,42.83,2022
57,Linn,3715,Linn-Mar Comm School District,7402,,,1765,23.84,2022
57,Linn,3744,Lisbon Comm School District,667,,,139,20.84,2022
43,Harrison,3798,Logan-Magnolia Comm School District,671,,,213,31.74,2022
52,Johnson,3816,Lone Tree Comm School District,392,,,108,27.55,2022
58,Louisa,3841,Louisa-Muscatine Comm School District,772,,,291,37.69,2022
55,Kossuth,3897,LuVerne Comm School District,26,,,17,65.38,2022
50,Jasper,3906,Lynnville-Sully Comm School District,520,,,113,21.73,2022
8,Boone,3942,Madrid Comm School District,652,,,181,27.76,2022
65,Mills,3978,East Mills Comm School District,420,,,185,44.05,2022
13,Calhoun,4023,Manson Northwest Webster Comm School District,719,,,204,28.37,2022
67,Monona,4033,Maple Valley-Anthon Oto Comm School District,617,,,319,51.7,2022
49,Jackson,4041,Maquoketa Comm School District,1224,,,661,54,2022
28,Delaware,4043,Maquoketa Valley Comm School District,661,,,189,28.59,2022
18,Cherokee,4068,Marcus-Meriden-Cleghorn Comm School District,363,,,116,31.96,2022
57,Linn,4086,Marion Independent School District,2115,,,804,38.01,2022
64,Marshall,4104,Marshalltown Comm School District,4874,,,3338,68.49,2022
91,Warren,4122,Martensdale-St Marys Comm School District,543,,,110,20.26,2022
17,Cerro Gordo,4131,Mason City Comm School District,3320,,,1853,55.81,2022
84,Sioux,4149,MOC-Floyd Valley Comm School District,1489,,,411,27.6,2022
29,Des Moines,4203,Mediapolis Comm School District,968,,,301,31.1,2022
63,Marion,4212,Melcher-Dallas Comm School District,309,,,102,33.01,2022
53,Jones,4269,Midland Comm School District,485,,,254,52.37,2022
92,Washington,4271,Mid-Prairie Comm School District,1348,,,332,24.63,2022
43,Harrison,4356,Missouri Valley Comm School District,717,,,298,41.56,2022
22,Clayton,4419,MFL MarMac Comm School District,815,,,276,33.87,2022
79,Poweshiek,4437,Montezuma Comm School District,456,,,152,33.33,2022
53,Jones,4446,Monticello Comm School District,974,,,315,32.34,2022
4,Appanoose,4491,Moravia Comm School District,364,,,186,51.1,2022
93,Wayne,4505,Mormon Trail Comm School District,195,,,111,56.92,2022
58,Louisa,4509,Morning Sun Comm School District,108,,,45,41.67,2022
4,Appanoose,4518,Moulton-Udell Comm School District,157,,,89,56.69,2022
80,Ringgold,4527,Mount Ayr Comm School District,587,,,273,46.51,2022
44,Henry,4536,Mount Pleasant Comm School District,1767,,,866,49.01,2022
57,Linn,4554,Mount Vernon Comm School District,1354,,,236,17.43,2022
20,Clarke,4572,Murray Comm School District,271,,,107,39.48,2022
70,Muscatine,4581,Muscatine Comm School District,4331,,,2265,52.3,2022
19,Chickasaw,4599,Nashua-Plainfield Comm School District,541,,,172,31.79,2022
85,Story,4617,Nevada Comm School District,1463,,,493,33.7,2022
11,Buena Vista,4644,Newell-Fonda Comm School District,543,,,246,45.3,2022
19,Chickasaw,4662,New Hampton Comm School District,939,,,306,32.59,2022
44,Henry,4689,New London Comm School District,568,,,235,41.37,2022
50,Jasper,4725,Newton Comm School District,2729,,,1502,55.04,2022
98,Worth,4772,Central Springs Comm School District,740,,,298,40.27,2022
23,Clinton,4773,Northeast Comm School District,823,,,253,30.74,2022
33,Fayette,4774,North Fayette Valley Comm School District,1042,,,424,40.69,2022
62,Mahaska,4776,North Mahaska Comm School District,583,,,186,31.9,2022
57,Linn,4777,North Linn Comm School District,489,,,118,24.13,2022
55,Kossuth,4778,North Kossuth Comm School District,234,,,130,55.56,2022
77,Polk,4779,North Polk Comm School District,2134,,,209,9.79,2022
82,Scott,4784,North Scott Comm School District,3305,,,824,24.93,2022
86,Tama,4785,North Tama County Comm School District,437,,,178,40.73,2022
98,Worth,4788,Northwood-Kensett Comm School District,519,,,194,37.38,2022
91,Warren,4797,Norwalk Comm School District,3426,,,708,20.67,2022
47,Ida,4860,Odebolt Arthur Battle Creek Ida Grove Comm School District,910,,,410,45.05,2022
33,Fayette,4869,Oelwein Comm School District,1238,,,716,57.84,2022
8,Boone,4878,Ogden Comm School District,699,,,176,25.18,2022
30,Dickinson,4890,Okoboji Comm School District,1167,,,454,38.9,2022
53,Jones,4905,Olin Consolidated School District,81,,,43,53.09,2022
1,Adair,4978,Orient-Macksburg Comm School District,133,,,84,63.16,2022
66,Mitchell,4995,Osage Comm School District,927,,,298,32.15,2022
62,Mahaska,5013,Oskaloosa Comm School District,1982,,,926,46.72,2022
90,Wapello,5049,Ottumwa Comm School District,4556,,,2095,45.98,2022
39,Guthrie,5121,Panorama Comm School District,648,,,251,38.73,2022
37,Greene,5139,Paton-Churdan Comm School District,177,,,70,39.55,2022
50,Jasper,5160,PCM Comm School District,1074,,,290,27,2022
51,Jefferson,5163,Pekin Comm School District,602,,,195,32.39,2022
63,Marion,5166,Pella Comm School District,2370,,,425,17.93,2022
25,Dallas,5184,Perry Comm School District,1711,,,1022,59.73,2022
82,Scott,5250,Pleasant Valley Comm School District,5539,,,619,11.18,2022
63,Marion,5256,Pleasantville Comm School District,746,,,258,34.58,2022
76,Pocahontas,5283,Pocahontas Area Comm School District,696,,,403,57.9,2022
3,Allamakee,5310,Postville Comm School District,663,,,489,73.76,2022
94,Webster,5325,Prairie Valley Comm School District,534,,,225,42.13,2022
69,Montgomery,5463,Red Oak Comm School District,970,,,551,56.8,2022
75,Plymouth,5486,Remsen-Union Comm School District,296,,,103,34.8,2022
45,Howard,5508,Riceville Comm School District,374,,,173,46.26,2022
78,Pottawattamie,5510,Riverside Comm School District,641,,,258,40.25,2022
84,Sioux,5607,Rock Valley Comm School District,895,,,405,45.25,2022
85,Story,5643,Roland-Story Comm School District,1069,,,227,21.23,2022
34,Floyd,5697,Rudd-Rockford-Marble Rk Comm School District,382,,,209,54.71,2022
74,Palo Alto,5724,Ruthven-Ayrshire Comm School District,150,,,84,56,2022
66,Mitchell,5751,St Ansgar Comm School District,571,,,143,25.04,2022
77,Polk,5805,Saydel Comm School District,1266,,,741,58.53,2022
81,Sac,5823,Schaller-Crestland Comm School District,308,,,154,50,2022
24,Crawford,5832,Schleswig Comm School District,123,,,54,43.9,2022
97,Woodbury,5877,Sergeant Bluff-Luton Comm School District,1637,,,518,31.64,2022
93,Wayne,5895,Seymour Comm School District,200,,,117,58.5,2022
17,Cerro Gordo,5922,West Fork Comm School District,702,,,285,40.6,2022
71,O'Brien,5949,Sheldon Comm School District,1108,,,478,43.14,2022
73,Page,5976,Shenandoah Comm School District,1010,,,381,37.72,2022
72,Osceola,5994,Sibley-Ocheyedan Comm School District,681,,,344,50.51,2022
36,Fremont,6003,Sidney Comm School District,465,,,231,49.68,2022
54,Keokuk,6012,Sigourney Comm School District,557,,,208,37.34,2022
84,Sioux,6030,Sioux Center Comm School District,1579,,,706,44.71,2022
11,Buena Vista,6035,Sioux Central Comm School District,606,,,189,31.19,2022
97,Woodbury,6039,Sioux City Comm School District,14270,,,9587,67.18,2022
13,Calhoun,6091,South Central Calhoun Comm School District,830,,,396,47.71,2022
52,Johnson,6093,Solon Comm School District,1457,,,112,7.69,2022
91,Warren,6094,Southeast Warren Comm School District,434,,,124,28.57,2022
40,Hamilton,6095,South Hamilton Comm School District,654,,,189,28.9,2022
94,Webster,6096,Southeast Webster Grand Comm School District,498,,,220,44.18,2022
73,Page,6097,South Page Comm School District,108,,,78,72.22,2022
86,Tama,6098,South Tama County,1405,,,862,61.35,2022
71,O'Brien,6099,South O'Brien  Comm School District,518,,,176,33.98,2022
96,Winneshiek,6100,South Winneshiek Comm School District,497,,,151,30.38,2022
77,Polk,6101,Southeast Polk Comm School District,7059,,,2552,36.15,2022
21,Clay,6102,Spencer Comm School District,2163,,,973,44.98,2022
30,Dickinson,6120,Spirit Lake Comm School District,1219,,,320,26.25,2022
57,Linn,6138,Springville Comm School District,409,,,105,25.67,2022
69,Montgomery,6165,Stanton Comm School District,265,,,109,41.13,2022
33,Fayette,6175,Starmont Comm School District,550,,,257,46.73,2022
11,Buena Vista,6219,Storm Lake Comm School District,2693,,,1847,68.59,2022
40,Hamilton,6246,Stratford Comm School District,62,,,32,51.61,2022
39,Guthrie,6264,West Central Valley Comm School District,793,,,340,42.88,2022
9,Bremer,6273,Sumner-Fredericksburg Comm School District,759,,,279,36.76,2022
16,Cedar,6408,Tipton Comm School District,906,,,281,31.02,2022
78,Pottawattamie,6453,Treynor Comm School District,795,,,98,12.33,2022
78,Pottawattamie,6460,Tri-Center Comm School District,682,,,202,29.62,2022
54,Keokuk,6462,Tri-County Comm School District,191,,,83,43.46,2022
9,Bremer,6471,Tripoli Comm School District,348,,,149,42.82,2022
96,Winneshiek,6509,Turkey Valley Comm School District,339,,,133,39.23,2022
63,Marion,6512,Twin Cedars Comm School District,323,,,155,47.99,2022
46,Humboldt,6516,Twin Rivers Comm School District,42,,,20,47.62,2022
78,Pottawattamie,6534,Underwood Comm School District,793,,,124,15.64,2022
7,Black Hawk,6536,Union Comm School District,959,,,272,28.36,2022
8,Boone,6561,United Comm School District,274,,,71,25.91,2022
77,Polk,6579,Urbandale Comm School District,4040,,,1625,40.22,2022
89,Van Buren,6592,Van Buren County Comm School District,807,,,464,57.5,2022
25,Dallas,6615,Van Meter Comm School District,1027,,,69,6.72,2022
69,Montgomery,6651,Villisca Comm School District,260,,,146,56.15,2022
6,Benton,6660,Vinton-Shellsburg Comm School District,1452,,,617,42.49,2022
44,Henry,6700,Waco Comm School District,472,,,221,46.82,2022
81,Sac,6741,East Sac County Comm School District,783,,,330,42.15,2022
58,Louisa,6759,Wapello Comm School District,513,,,187,36.45,2022
9,Bremer,6762,Wapsie Valley Comm School District,662,,,136,20.54,2022
92,Washington,6768,Washington Comm School District,1533,,,785,51.21,2022
7,Black Hawk,6795,Waterloo Comm School District,10052,,,7379,73.41,2022
25,Dallas,6822,Waukee Comm School District,12711,,,2332,18.35,2022
9,Bremer,6840,Waverly-Shell Rock Comm School District,2274,,,525,23.09,2022
93,Wayne,6854,Wayne Comm School District,598,,,313,52.34,2022
40,Hamilton,6867,Webster City Comm School District,1712,,,852,49.77,2022
74,Palo Alto,6921,West Bend-Mallard Comm School District,362,,,173,47.79,2022
16,Cedar,6930,West Branch Comm School District,816,,,205,25.12,2022
29,Des Moines,6937,West Burlington Ind School District,883,,,355,40.2,2022
33,Fayette,6943,West Central Comm School District,288,,,138,47.92,2022
28,Delaware,6950,West Delaware County Comm School District,1293,,,493,38.13,2022
77,Polk,6957,West Des Moines Comm School District,8807,,,3378,38.36,2022
31,Dubuque,6961,Western Dubuque Comm School District,3439,,,872,25.36,2022
43,Harrison,6969,West Harrison Comm School District,293,,,144,49.15,2022
70,Muscatine,6975,West Liberty Comm School District,1214,,,658,54.2,2022
60,Lyon,6983,West Lyon Comm School District,917,,,250,27.26,2022
64,Marshall,6985,West Marshall Comm School District,896,,,272,30.36,2022
67,Monona,6987,West Monona Comm School District,594,,,285,47.98,2022
84,Sioux,6990,West Sioux Comm School District,729,,,411,56.38,2022
97,Woodbury,6992,Westwood Comm School District,588,,,219,37.24,2022
67,Monona,7002,Whiting Comm School District,159,,,77,48.43,2022
48,Iowa,7029,Williamsburg Comm School District,1191,,,306,25.69,2022
70,Muscatine,7038,Wilton Comm School District,915,,,298,32.57,2022
44,Henry,7047,Winfield-Mt Union Comm School District,360,,,170,47.22,2022
61,Madison,7056,Winterset Comm School District,1608,,,548,34.08,2022
43,Harrison,7092,Woodbine Comm School District,461,,,182,39.48,2022
97,Woodbury,7098,Woodbury Central Comm School District,535,,,162,30.28,2022
25,Dallas,7110,Woodward-Granger Comm School District,1127,,,215,19.08,2022
42,Hardin,8100,Choice Charter Schools,86,,,0,0,2022
42,Hardin,9,AGWSR Comm School District,617,,,266,43.11,2021
39,Guthrie,18,Adair-Casey Comm School District,250,,,103,41.2,2021
25,Dallas,27,Adel DeSoto Minburn Comm School District,2108,,,391,18.55,2021
75,Plymouth,63,Akron Westfield Comm School District,584,,,175,29.97,2021
11,Buena Vista,72,Albert City-Truesdale Comm School District,92,,,48,52.17,2021
68,Monroe,81,Albia Comm School District,1096,,,382,34.85,2021
57,Linn,99,Alburnett Comm School District,685,,,135,19.71,2021
42,Hardin,108,Alden Comm School District,143,,,58,40.56,2021
55,Kossuth,126,Algona Comm School District,1408,,,494,35.09,2021
3,Allamakee,135,Allamakee Comm School District,1027,,,431,41.97,2021
12,Butler,153,North Butler Comm School District,539,,,124,23.01,2021
11,Buena Vista,171,Alta-Aurelia Comm School District,772,,,295,38.21,2021
85,Story,225,Ames Comm School District,4496,,,1261,28.05,2021
53,Jones,234,Anamosa Comm School District,1146,,,405,35.34,2021
49,Jackson,243,Andrew Comm School District,131,,,46,35.11,2021
77,Polk,261,Ankeny Comm School District,12263,,,2093,17.07,2021
12,Butler,279,Aplington-Parkersburg Comm School District,805,,,166,20.62,2021
32,Emmet,333,North Union Comm School District,307,,,160,52.12,2021
24,Crawford,355,Ar-We-Va Comm School District,225,,,90,40,2021
15,Cass,387,Atlantic Comm School District,1448,,,795,54.9,2021
5,Audubon,414,Audubon Comm School District,515,,,173,33.59,2021
78,Pottawattamie,441,AHSTW Comm School District,697,,,268,38.45,2021
85,Story,472,Ballard Comm School District,1777,,,249,14.01,2021
50,Jasper,513,Baxter Comm School District,450,,,116,25.78,2021
38,Grundy,540,BCLUW Comm School District,503,,,183,36.38,2021
