identified_name,identified_rank,difference,accepted_name,accepted_rank,max_ma,min_ma,family,genus,lng,lat,primary_reference
Mescalerolemur horneri,species,NA,Mescalerolemur horneri,species,46.2,40.4,NO_FAMILY_SPECIFIED,Mescalerolemur,-104.199997,29.9,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mescalerolemur horneri,species,NA,Mescalerolemur horneri,species,46.2,40.4,NO_FAMILY_SPECIFIED,Mescalerolemur,-104.199997,29.9,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mescalerolemur horneri,species,NA,Mescalerolemur horneri,species,46.2,40.4,NO_FAMILY_SPECIFIED,Mescalerolemur,-104.199997,29.9,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mescalerolemur horneri,species,NA,Mescalerolemur horneri,species,46.2,40.4,NO_FAMILY_SPECIFIED,Mescalerolemur,-104.199997,29.9,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mescalerolemur horneri,species,NA,Mescalerolemur horneri,species,46.2,40.4,NO_FAMILY_SPECIFIED,Mescalerolemur,-104.199997,29.9,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mescalerolemur horneri,species,NA,Mescalerolemur horneri,species,46.2,40.4,NO_FAMILY_SPECIFIED,Mescalerolemur,-104.199997,29.9,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mahgarita stevensi,species,NA,Mahgarita stevensi,species,40.4,37.2,NO_FAMILY_SPECIFIED,Mahgarita,-103.199997,29.200001,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Parapithecus grangeri,species,recombined as,Simonsius grangeri,species,33.9,28.1,Parapithecidae,Simonsius,30.583332,29.450001,"E. L. Simons. 2001. The cranium of Parapithecus grangeri, an Egyptian Oligocene anthropoidean primate. Proceedings of the National Academy of Sciences 98:7892-7897"
Loveina sheai,species,NA,Loveina sheai,species,55.8,50.3,Omomyidae,Loveina,-110.116669,42.983334,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina sheai,species,NA,Loveina sheai,species,55.8,50.3,Omomyidae,Loveina,-110.116669,42.983334,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina sheai,species,NA,Loveina sheai,species,55.8,50.3,Omomyidae,Loveina,-110.116669,42.983334,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina sheai,species,NA,Loveina sheai,species,55.8,50.3,Omomyidae,Loveina,-110.116669,42.983334,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina sheai,species,NA,Loveina sheai,species,55.8,50.3,Omomyidae,Loveina,-110.099998,42.700001,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina sheai,species,NA,Loveina sheai,species,55.8,50.3,Omomyidae,Loveina,-110.099998,42.700001,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina wapitiensis,species,NA,Loveina wapitiensis,species,55.8,50.3,Omomyidae,Loveina,-109,44.299999,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina wapitiensis,species,NA,Loveina wapitiensis,species,55.8,50.3,Omomyidae,Loveina,-109,44.299999,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina wapitiensis,species,NA,Loveina wapitiensis,species,55.8,50.3,Omomyidae,Loveina,-109,44.299999,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina wapitiensis,species,NA,Loveina wapitiensis,species,55.8,50.3,Omomyidae,Loveina,-109,44.299999,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina wapitiensis,species,NA,Loveina wapitiensis,species,55.8,50.3,Omomyidae,Loveina,-110.116669,42.983334,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina wapitiensis,species,NA,Loveina wapitiensis,species,55.8,50.3,Omomyidae,Loveina,-110.116669,42.983334,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina wapitiensis,species,NA,Loveina wapitiensis,species,55.8,50.3,Omomyidae,Loveina,-110.116669,42.983334,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina wapitiensis,species,NA,Loveina wapitiensis,species,55.8,50.3,Omomyidae,Loveina,-110.116669,42.983334,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Loveina wapitiensis,species,NA,Loveina wapitiensis,species,55.8,50.3,Omomyidae,Loveina,-110.116669,42.983334,"P. A. Holroyd and S. G. Strait. 2008. New data on Loveina (Primates: Omomyidae) from the early Eocene Wasatch Formation and implications for washakiin relationships.  In J. G. Fleagle, C. C. Gilbert (eds.), Elwyn Simons: A Search for Origins"
Proteopithecus sylviae,species,NA,Proteopithecus sylviae,species,33.9,28.1,Proteopithecidae,Proteopithecus,30.5,29.5,"E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975"
Proteopithecus sylviae,species,NA,Proteopithecus sylviae,species,33.9,28.1,Proteopithecidae,Proteopithecus,30.5,29.5,"E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975"
Catopithecus browni,species,NA,Catopithecus browni,species,33.9,28.1,Oligopithecidae,Catopithecus,30.5,29.5,"E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975"
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton and D. E. Savage. 1950. A new Monkey from the La Venta Miocene of Colombia. Compilación de los estudios geológicos oficiales en Colombia 8:345-356
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,R. A. Stirton. 1951. Ceboid monkeys from the Miocene of Colombia. University of California Publications in Geological Sciences 28(11):315-356
Solimoea acrensis,species,NA,Solimoea acrensis,species,11.608,5.333,Atelidae,Solimoea,-69.922218,-10.931944,"R. F. Kay and M. A. Cozzuol. 2006. New platyrrhine monkeys from the Solimoes Formation (late Miocene, Acre State, Brazil). Journal of Human Evolution 50(6):673-686"
Acrecebus fraileyi,species,NA,Acrecebus fraileyi,species,11.62,7.246,Cebidae,Acrecebus,-66.87944,-10.116389,"R. F. Kay and M. A. Cozzuol. 2006. New platyrrhine monkeys from the Solimoes Formation (late Miocene, Acre State, Brazil). Journal of Human Evolution 50(6):673-686"
Solimoea acrensis,species,NA,Solimoea acrensis,species,11.608,5.333,Atelidae,Solimoea,-69.922218,-10.931944,"R. F. Kay and M. A. Cozzuol. 2006. New platyrrhine monkeys from the Solimoes Formation (late Miocene, Acre State, Brazil). Journal of Human Evolution 50(6):673-686"
Acrecebus fraileyi,species,NA,Acrecebus fraileyi,species,9,6.8,Cebidae,Acrecebus,-69.833336,-10.833333,"R. F. Kay and C. D. Frailey. 1993. Large fossil platyrrhines from the Rio Acre local fauna, late Miocene, western Amazonia. Journal of Human Evolution 25:319-327"
Alouatta mauroi,species,NA,Alouatta mauroi,species,0.126,0,Atelidae,Alouatta,-41.519722,-10.976111,"M. F. Tejedor, A. L. Rosenberg, and C. Cartelle. 2008. Nueva especie de Alouatta (Primates, Atelinae) del Pleistoceno Tardío de Bahía, Brasil. Ameghiniana 45(1):247-251"
Alouatta mauroi,species,NA,Alouatta mauroi,species,0.126,0,Atelidae,Alouatta,-41.519722,-10.976111,"M. F. Tejedor, A. L. Rosenberg, and C. Cartelle. 2008. Nueva especie de Alouatta (Primates, Atelinae) del Pleistoceno Tardío de Bahía, Brasil. Ameghiniana 45(1):247-251"
Alouatta mauroi,species,NA,Alouatta mauroi,species,0.126,0,Atelidae,Alouatta,-41.519722,-10.976111,"M. F. Tejedor, A. L. Rosenberg, and C. Cartelle. 2008. Nueva especie de Alouatta (Primates, Atelinae) del Pleistoceno Tardío de Bahía, Brasil. Ameghiniana 45(1):247-251"
Alouatta mauroi,species,NA,Alouatta mauroi,species,0.126,0,Atelidae,Alouatta,-41.519722,-10.976111,"M. F. Tejedor, A. L. Rosenberg, and C. Cartelle. 2008. Nueva especie de Alouatta (Primates, Atelinae) del Pleistoceno Tardío de Bahía, Brasil. Ameghiniana 45(1):247-251"
Alouatta mauroi,species,NA,Alouatta mauroi,species,0.126,0,Atelidae,Alouatta,-41.519722,-10.976111,"M. F. Tejedor, A. L. Rosenberg, and C. Cartelle. 2008. Nueva especie de Alouatta (Primates, Atelinae) del Pleistoceno Tardío de Bahía, Brasil. Ameghiniana 45(1):247-251"
Stirtonia,genus,NA,Stirtonia,genus,9,6.8,Atelidae,Stirtonia,-69.833336,-10.833333,"R. F. Kay and C. D. Frailey. 1993. Large fossil platyrrhines from the Rio Acre local fauna, late Miocene, western Amazonia. Journal of Human Evolution 25:319-327"
Kondous laventicus,species,subjective synonym of,Stirtonia tatacoensis,species,13.8,11.8,Atelidae,Stirtonia,-75.199997,3.2,"T. Setoguchi. 1985. Kondous laventicus, a new ceboid primate from the Miocene of the La Venta, Colombia, South America. Folia Primatologica 44(2):96-101"
Kondous laventicus,species,subjective synonym of,Stirtonia tatacoensis,species,13.8,11.8,Atelidae,Stirtonia,-75.199997,3.2,"T. Setoguchi. 1985. Kondous laventicus, a new ceboid primate from the Miocene of the La Venta, Colombia, South America. Folia Primatologica 44(2):96-101"
Micodon kiotensis,species,NA,Micodon kiotensis,species,13.8,11.8,Cebidae,Micodon,-75.199997,3.2,T. Setoguchi and A. Rosenberger. 1985. Miocene marmosets; first fossil evidence. International Journal of Primatology 6(6):615-625
Micodon kiotensis,species,NA,Micodon kiotensis,species,13.8,11.8,Cebidae,Micodon,-75.199997,3.2,T. Setoguchi and A. Rosenberger. 1985. Miocene marmosets; first fossil evidence. International Journal of Primatology 6(6):615-625
Micodon kiotensis,species,NA,Micodon kiotensis,species,13.8,11.8,Cebidae,Micodon,-75.199997,3.2,T. Setoguchi and A. Rosenberger. 1985. Miocene marmosets; first fossil evidence. International Journal of Primatology 6(6):615-625
Stirtonia victoriae,species,NA,Stirtonia victoriae,species,13.8,11.8,Atelidae,Stirtonia,-75.916664,2.116667,"R. F. Kay, R. H. Madden, and J. M. Plavcan, R. L. Cifelli, J. Guerrero Diaz. 1987. Stirtonia victoriae, a new species of Miocene Colombian Primate. Journal of Human Evolution 16(2):173-196"
Stirtonia victoriae,species,NA,Stirtonia victoriae,species,13.8,11.8,Atelidae,Stirtonia,-75.916664,2.116667,"R. F. Kay, R. H. Madden, and J. M. Plavcan, R. L. Cifelli, J. Guerrero Diaz. 1987. Stirtonia victoriae, a new species of Miocene Colombian Primate. Journal of Human Evolution 16(2):173-196"
Stirtonia victoriae,species,NA,Stirtonia victoriae,species,13.8,11.8,Atelidae,Stirtonia,-75.916664,2.116667,"R. F. Kay, R. H. Madden, and J. M. Plavcan, R. L. Cifelli, J. Guerrero Diaz. 1987. Stirtonia victoriae, a new species of Miocene Colombian Primate. Journal of Human Evolution 16(2):173-196"
Stirtonia victoriae,species,NA,Stirtonia victoriae,species,13.8,11.8,Atelidae,Stirtonia,-75.916664,2.116667,"R. F. Kay, R. H. Madden, and J. M. Plavcan, R. L. Cifelli, J. Guerrero Diaz. 1987. Stirtonia victoriae, a new species of Miocene Colombian Primate. Journal of Human Evolution 16(2):173-196"
Stirtonia victoriae,species,NA,Stirtonia victoriae,species,13.8,11.8,Atelidae,Stirtonia,-75.916664,2.116667,"R. F. Kay, R. H. Madden, and J. M. Plavcan, R. L. Cifelli, J. Guerrero Diaz. 1987. Stirtonia victoriae, a new species of Miocene Colombian Primate. Journal of Human Evolution 16(2):173-196"
Stirtonia victoriae,species,NA,Stirtonia victoriae,species,13.8,11.8,Atelidae,Stirtonia,-75.916664,2.116667,"R. F. Kay, R. H. Madden, and J. M. Plavcan, R. L. Cifelli, J. Guerrero Diaz. 1987. Stirtonia victoriae, a new species of Miocene Colombian Primate. Journal of Human Evolution 16(2):173-196"
Stirtonia victoriae,species,NA,Stirtonia victoriae,species,13.8,11.8,Atelidae,Stirtonia,-75.916664,2.116667,"R. F. Kay, R. H. Madden, and J. M. Plavcan, R. L. Cifelli, J. Guerrero Diaz. 1987. Stirtonia victoriae, a new species of Miocene Colombian Primate. Journal of Human Evolution 16(2):173-196"
Stirtonia victoriae,species,NA,Stirtonia victoriae,species,13.8,11.8,Atelidae,Stirtonia,-75.916664,2.116667,"R. F. Kay, R. H. Madden, and J. M. Plavcan, R. L. Cifelli, J. Guerrero Diaz. 1987. Stirtonia victoriae, a new species of Miocene Colombian Primate. Journal of Human Evolution 16(2):173-196"
Stirtonia victoriae,species,NA,Stirtonia victoriae,species,13.8,11.8,Atelidae,Stirtonia,-75.916664,2.116667,"R. F. Kay, R. H. Madden, and J. M. Plavcan, R. L. Cifelli, J. Guerrero Diaz. 1987. Stirtonia victoriae, a new species of Miocene Colombian Primate. Journal of Human Evolution 16(2):173-196"
Stirtonia victoriae,species,NA,Stirtonia victoriae,species,13.8,11.8,Atelidae,Stirtonia,-75.916664,2.116667,"R. F. Kay, R. H. Madden, and J. M. Plavcan, R. L. Cifelli, J. Guerrero Diaz. 1987. Stirtonia victoriae, a new species of Miocene Colombian Primate. Journal of Human Evolution 16(2):173-196"
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,"D. J. Meldrum, J. G. Fleagle, and R. F. Kay. 1990. Partial humeri of two Miocene Colombian primates. American Journal of Physical Anthropology 81(3):413-422"
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,"D. J. Meldrum, J. G. Fleagle, and R. F. Kay. 1990. Partial humeri of two Miocene Colombian primates. American Journal of Physical Anthropology 81(3):413-422"
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,"D. J. Meldrum, J. G. Fleagle, and R. F. Kay. 1990. Partial humeri of two Miocene Colombian primates. American Journal of Physical Anthropology 81(3):413-422"
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,"D. J. Meldrum, J. G. Fleagle, and R. F. Kay. 1990. Partial humeri of two Miocene Colombian primates. American Journal of Physical Anthropology 81(3):413-422"
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,"D. J. Meldrum, J. G. Fleagle, and R. F. Kay. 1990. Partial humeri of two Miocene Colombian primates. American Journal of Physical Anthropology 81(3):413-422"
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,"D. J. Meldrum, J. G. Fleagle, and R. F. Kay. 1990. Partial humeri of two Miocene Colombian primates. American Journal of Physical Anthropology 81(3):413-422"
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,"D. J. Meldrum, J. G. Fleagle, and R. F. Kay. 1990. Partial humeri of two Miocene Colombian primates. American Journal of Physical Anthropology 81(3):413-422"
Cebupithecia sarmientoi,species,NA,Cebupithecia sarmientoi,species,13.8,11.8,Pitheciidae,Cebupithecia,-75.1875,3.258333,"D. J. Meldrum, J. G. Fleagle, and R. F. Kay. 1990. Partial humeri of two Miocene Colombian primates. American Journal of Physical Anthropology 81(3):413-422"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
